Rrs[¦È_0,0,0](555)  Rrs[¦È_0,0,0](659)  Rrs[¦È_0,0,0](865)  Rrs[¦È_0,0,0](1375)  Rrs[¦È_0,0,0](1610)  Rrs[¦È_0,0,0](2250)  Rrs[¦È_0,¦È,¦¤¦Õ](555)  Rrs[¦È_0,¦È,¦¤¦Õ](659)  Rrs[¦È_0,¦È,¦¤¦Õ](865)  Rrs[¦È_0,¦È,¦¤¦Õ](1375)  Rrs[¦È_0,¦È,¦¤¦Õ](1610)  Rrs[¦È_0,¦È,¦¤¦Õ](2250)  
  4.87032800E-02   4.52147720E-02   4.81757503E-03   3.01995736E-05   1.99651380E-05   5.98301194E-06   4.96739336E-02   4.63077591E-02   5.05422436E-03   3.15290224E-05   2.08569361E-05   6.27692074E-06 
  6.52601836E-03   9.00574565E-04   6.46820845E-05   4.85097572E-07   3.19329814E-07   9.54498746E-08   6.94209796E-03   8.73513432E-04   6.01836983E-05   4.53742157E-07   2.98946620E-07   8.96104344E-08 
  1.22387670E-02   4.90884276E-03   4.09617016E-04   2.64468620E-06   1.78960203E-06   5.67365194E-07   1.24945360E-02   5.14906746E-03   5.43393177E-04   4.89748889E-06   3.33903324E-06   1.07224660E-06 
  5.29300464E-03   7.31108978E-04   5.26755793E-05   4.12836477E-07   2.75249323E-07   8.42629384E-08   5.29284463E-03   7.28522394E-04   5.21031344E-05   4.06070685E-07   2.70567309E-07   8.27746776E-08 
  3.23152248E-02   8.39149677E-03   5.40662364E-04   4.11808284E-06   2.72034155E-06   8.15581220E-07   3.69102201E-02   1.02004577E-02   6.29058658E-04   4.67930996E-06   3.09057553E-06   9.22987633E-07 
  1.14740831E-02   2.33417582E-03   1.71819548E-04   1.34609352E-06   8.93954468E-07   2.71566766E-07   1.30987110E-02   2.60518703E-03   1.78840898E-04   1.38213160E-06   9.19100513E-07   2.83510510E-07 
  2.20334363E-02   4.54591935E-03   2.85859432E-04   2.13648955E-06   1.41232692E-06   4.24303198E-07   2.20727508E-02   4.59208141E-03   3.01921741E-04   2.30770987E-06   1.52608844E-06   4.60732147E-07 
  8.48096673E-03   1.47761133E-03   1.22418167E-04   1.01061010E-06   6.84067243E-07   2.16955024E-07   8.42619904E-03   1.42560542E-03   1.12971885E-04   9.20917456E-07   6.22947367E-07   1.97524633E-07 
  3.06052558E-03   4.35179516E-04   2.93658063E-05   2.19049901E-07   1.46548437E-07   4.57300792E-08   2.98619537E-03   4.12750687E-04   2.73924597E-05   2.03420834E-07   1.36069208E-07   4.24629522E-08 
  3.68393869E-02   2.12267722E-02   1.62357997E-03   1.12687341E-05   7.47990151E-06   2.26697067E-06   3.98424829E-02   2.35517459E-02   1.92308090E-03   1.33789811E-05   8.87543582E-06   2.69331146E-06 
  1.11248039E-02   1.65992419E-03   1.15790383E-04   8.97242278E-07   5.96508255E-07   1.81672343E-07   1.15308035E-02   1.73284313E-03   1.23958412E-04   9.80601543E-07   6.53329550E-07   2.00489267E-07 
  1.81094550E-02   3.40724083E-03   2.40977441E-04   1.88749149E-06   1.25216935E-06   3.79228799E-07   1.93452904E-02   3.60827215E-03   2.38290491E-04   1.82641115E-06   1.21106545E-06   3.66288474E-07 
  8.33078744E-03   2.84109459E-03   2.46419638E-04   2.02299990E-06   1.35883473E-06   4.23242180E-07   8.26027486E-03   2.74228198E-03   2.21431784E-04   1.78046832E-06   1.19580697E-06   3.72297825E-07 
  2.34678088E-02   1.13289393E-02   1.02045195E-03   7.94851980E-06   5.36357161E-06   1.68524571E-06   2.34462488E-02   1.13363863E-02   1.04759512E-03   8.38637773E-06   5.66030727E-06   1.77802480E-06 
  1.53961659E-02   2.85779054E-03   2.10155127E-04   1.68388245E-06   1.13268165E-06   3.53972498E-07   1.67348407E-02   3.17485425E-03   2.34710728E-04   1.87017694E-06   1.25642519E-06   3.91570152E-07 
  2.38418732E-02   5.24154376E-03   3.71897559E-04   2.95191329E-06   1.96302137E-06   5.97681847E-07   2.42913866E-02   5.34652036E-03   3.68590566E-04   2.84688904E-06   1.89205311E-06   5.77123158E-07 
  5.07505960E-02   7.36640061E-02   1.61660377E-02   8.62806991E-05   5.67765238E-05   1.68986015E-05   5.09019015E-02   7.38411509E-02   1.62227213E-02   8.81224934E-05   5.80050963E-05   1.72709816E-05 
  1.79788054E-02   3.95996363E-03   2.68452854E-04   2.04111931E-06   1.35780903E-06   4.14654211E-07   1.82548206E-02   4.02948559E-03   2.76691071E-04   2.14737819E-06   1.43063247E-06   4.40102301E-07 
  3.87614224E-03   4.97090194E-04   3.46493012E-05   2.70522458E-07   1.82528709E-07   5.77273563E-08   3.88575687E-03   5.00187967E-04   3.57896672E-05   2.84035922E-07   1.91908018E-07   6.05027649E-08 
  1.92273558E-02   4.64568849E-03   3.41104233E-04   2.71325476E-06   1.81168849E-06   5.56785186E-07   1.98160393E-02   4.88200733E-03   3.68295590E-04   2.91626747E-06   1.94532947E-06   5.96378089E-07 
  7.57277503E-03   4.45254477E-03   3.81388463E-04   3.13684405E-06   2.13168859E-06   6.79912063E-07   9.43348668E-03   5.62682671E-03   4.64502354E-04   3.78522610E-06   2.56813114E-06   8.14752780E-07 
  4.77797054E-03   5.97522422E-04   4.00306328E-05   2.91243711E-07   1.91554647E-07   5.73565467E-08   5.32487947E-03   6.50579959E-04   4.40782372E-05   3.21808612E-07   2.11433506E-07   6.32341952E-08 
  8.39939390E-03   2.43984028E-03   2.08285007E-04   1.78656001E-06   1.21574529E-06   3.87978149E-07   9.06656255E-03   2.54976475E-03   1.95732354E-04   1.58184650E-06   1.07153433E-06   3.45785514E-07 
  8.25120341E-03   1.25204798E-03   9.62002594E-05   7.86679528E-07   5.32102383E-07   1.68562106E-07   9.27557624E-03   1.36274950E-03   1.00611846E-04   8.17269942E-07   5.52897223E-07   1.75106460E-07 
  1.43040090E-02   3.80555777E-03   3.14712159E-04   2.63283871E-06   1.77134922E-06   5.51427001E-07   1.44654229E-02   3.86358141E-03   3.22779084E-04   2.72079436E-06   1.83129399E-06   5.69735981E-07 
  1.08024223E-02   3.97945034E-03   3.02814621E-04   2.44482597E-06   1.64677061E-06   5.15691670E-07   1.16837808E-02   4.32457992E-03   3.21754754E-04   2.57989321E-06   1.73642869E-06   5.40434632E-07 
  1.65643785E-02   2.71997097E-03   1.91847739E-04   1.46972201E-06   9.72238338E-07   2.92760114E-07   1.70136388E-02   2.87325503E-03   2.10693006E-04   1.63222232E-06   1.07963983E-06   3.24941321E-07 
  6.06731266E-03   8.52437106E-04   6.07914331E-05   4.74208236E-07   3.16939787E-07   9.78168637E-08   7.45465872E-03   1.04216426E-03   6.89164969E-05   6.34728890E-07   4.26998085E-07   1.32571248E-07 
  8.99545264E-03   2.01667418E-03   1.73564009E-04   1.51336188E-06   1.04622019E-06   3.46040932E-07   1.18350654E-02   2.64889229E-03   2.16401145E-04   1.90243784E-06   1.31513049E-06   4.33125047E-07 
  9.35096529E-03   2.65493284E-03   2.38837186E-04   2.05712602E-06   1.41849616E-06   4.66756263E-07   1.05579295E-02   3.02491533E-03   2.70126064E-04   2.36198700E-06   1.62837543E-06   5.35063754E-07 
  6.66690662E-03   4.52457774E-03   3.93775457E-04   3.25769056E-06   2.20718396E-06   6.99891009E-07   6.76088291E-03   4.59254683E-03   4.02049549E-04   3.31264059E-06   2.24325733E-06   7.10591377E-07 
  4.97776332E-03   6.88758413E-04   4.75540696E-05   3.60195088E-07   2.40375319E-07   7.42599466E-08   4.98521030E-03   6.46948830E-04   4.55652904E-05   3.53873367E-07   2.36879506E-07   7.36189406E-08 
  8.03295814E-03   1.60139878E-03   1.23468019E-04   9.80228221E-07   6.59784147E-07   2.06828098E-07   8.31130724E-03   1.54898520E-03   1.15282244E-04   9.30100463E-07   6.28408715E-07   1.98259014E-07 
  1.37488323E-02   4.61875588E-03   3.93113592E-04   3.19605023E-06   2.17758484E-06   6.99079421E-07   1.55889939E-02   5.35471088E-03   4.65355676E-04   3.85050028E-06   2.62365871E-06   8.42217433E-07 
  3.76342743E-02   1.69845284E-02   1.08580917E-03   7.56996785E-06   5.00168784E-06   1.50091208E-06   3.95947699E-02   1.82352982E-02   1.31929884E-03   1.00691919E-05   6.66131580E-06   2.00044630E-06 
  9.92296374E-03   2.04105322E-03   1.55391938E-04   1.27310417E-06   8.59709567E-07   2.71128116E-07   1.18050782E-02   2.44380799E-03   1.79892392E-04   1.45726571E-06   9.83608558E-07   3.09856214E-07 
  1.93472343E-03   2.06615951E-04   1.08930512E-05   6.48696854E-08   4.11498602E-08   1.16401865E-08   2.05652048E-03   2.18591163E-04   1.13678490E-05   6.67691398E-08   4.22961690E-08   1.19464330E-08 
  1.90762049E-02   3.22856385E-02   9.93055551E-03   5.53640427E-05   3.69237585E-05   1.13362881E-05   2.07314650E-02   3.44869346E-02   1.09624341E-02   6.84707972E-05   4.56782640E-05   1.39846739E-05 
  2.38738431E-03   3.56643936E-04   2.13971390E-05   1.42154226E-07   9.22935880E-08   2.71634886E-08   2.42101685E-03   3.62981746E-04   2.18785632E-05   1.45530020E-07   9.44788135E-08   2.78075592E-08 
  3.13062059E-02   2.11816954E-02   1.95448726E-03   1.39993770E-05   9.32058070E-06   2.84387206E-06   3.69715321E-02   2.57126879E-02   2.44194702E-03   1.62959658E-05   1.08309576E-05   3.30138173E-06 
  1.04529788E-02   1.51180225E-03   1.09548091E-04   8.52970885E-07   5.66783864E-07   1.72528647E-07   1.13439575E-02   1.60335143E-03   1.11769755E-04   8.72388015E-07   5.79600562E-07   1.76328583E-07 
  9.95797334E-03   2.62410402E-03   2.01301118E-04   1.63451630E-06   1.10828231E-06   3.52334562E-07   1.12813122E-02   3.02984681E-03   2.32397294E-04   1.89010816E-06   1.28050138E-06   4.06303188E-07 
  1.75356412E-02   4.48793827E-03   2.92425311E-04   2.21143661E-06   1.47064029E-06   4.47988499E-07   1.75828303E-02   4.54474126E-03   3.13579516E-04   2.44722922E-06   1.62841071E-06   4.96530379E-07 
  1.68502590E-02   3.64606063E-03   2.85028945E-04   2.22782438E-06   1.49010176E-06   4.59764580E-07   1.85831837E-02   3.91161987E-03   2.69913992E-04   2.11511108E-06   1.41844516E-06   4.40260927E-07 
  1.36491371E-02   5.84504736E-03   4.81732460E-04   3.92680692E-06   2.64607899E-06   8.29355750E-07   1.46566177E-02   6.39409625E-03   5.59803384E-04   4.65032272E-06   3.13037017E-06   9.78722557E-07 
  3.12169386E-03   3.95479974E-04   2.47333061E-05   1.70383245E-07   1.11062473E-07   3.27998610E-08   3.15122776E-03   3.92480384E-04   2.39314925E-05   1.62398152E-07   1.05694772E-07   3.11736449E-08 
  2.20140423E-02   1.44286124E-02   1.00842821E-03   7.14750694E-06   4.73579041E-06   1.42986624E-06   2.87283735E-02   1.96378512E-02   1.44404922E-03   1.02507724E-05   6.80304733E-06   2.05393900E-06 
  7.17408594E-03   1.42164094E-03   1.21105352E-04   1.02464027E-06   7.00183572E-07   2.26507709E-07   7.72647324E-03   1.42813099E-03   1.14768053E-04   9.75649741E-07   6.68526180E-07   2.17353982E-07 
  3.44625697E-03   5.26909939E-04   3.96178730E-05   3.26434259E-07   2.23214559E-07   7.25676229E-08   3.47942184E-03   5.18685484E-04   3.94390449E-05   3.28346309E-07   2.24013719E-07   7.28385030E-08 
  3.00956462E-02   2.30693567E-02   2.54910655E-03   1.86468687E-05   1.24583965E-05   3.82863886E-06   3.26164852E-02   2.51067600E-02   2.79960137E-03   1.83789046E-05   1.22171081E-05   3.73676273E-06 
  1.69454474E-02   4.46095383E-03   3.63529704E-04   2.90595532E-06   1.95030043E-06   6.06205408E-07   1.70701537E-02   4.50606893E-03   3.78982690E-04   3.13591109E-06   2.10664353E-06   6.57098076E-07 
  2.24844391E-02   8.42446837E-03   6.02956118E-04   4.56909436E-06   3.03927280E-06   9.25940866E-07   2.25529877E-02   8.46660694E-03   6.17171844E-04   4.76515226E-06   3.17063915E-06   9.66612231E-07 
  1.99908794E-02   3.96220337E-03   3.03248457E-04   2.37715292E-06   1.57689363E-06   4.77633434E-07   2.16621805E-02   4.16694535E-03   2.78848959E-04   2.15959560E-06   1.43492807E-06   4.36217090E-07 
  3.82477534E-03   9.73550463E-04   7.99313592E-05   6.82184123E-07   4.69626531E-07   1.54428635E-07   3.83333436E-03   9.67059783E-04   7.88061058E-05   6.72547116E-07   4.63159627E-07   1.52394514E-07 
  2.31646755E-02   6.98765589E-03   6.20750473E-04   5.33724008E-06   3.57459798E-06   1.10337377E-06   2.31642345E-02   6.98717937E-03   6.20544065E-04   5.33458635E-06   3.57280288E-06   1.10281115E-06 
  7.59638990E-03   2.23913131E-03   2.00088921E-04   1.68047721E-06   1.14095181E-06   3.63885830E-07   7.73069260E-03   2.17260165E-03   1.76366320E-04   1.45575930E-06   9.89932730E-07   3.16726509E-07 
  7.94832347E-03   1.43100730E-03   1.06535949E-04   8.62110967E-07   5.81886097E-07   1.83499944E-07   8.03747772E-03   1.44779523E-03   1.07592113E-04   8.70513102E-07   5.87509010E-07   1.85256590E-07 
  2.64520748E-02   7.29895728E-03   5.33218514E-04   4.06878020E-06   2.69720559E-06   8.14618992E-07   2.94816034E-02   8.25765540E-03   5.28263548E-04   3.96007624E-06   2.62706095E-06   7.96295881E-07 
  4.27512754E-03   6.56471447E-04   5.31241399E-05   4.63458500E-07   3.21971211E-07   1.07992238E-07   4.41652587E-03   6.62121400E-04   5.12940750E-05   4.43292619E-07   3.07767392E-07   1.03162064E-07 
  4.25985100E-02   1.89825735E-02   1.35276815E-03   1.07737104E-05   7.10113966E-06   2.11647078E-06   4.25930884E-02   1.89786658E-02   1.35349832E-03   1.08114955E-05   7.12625932E-06   2.12403414E-06 
  6.98703638E-03   3.58282329E-03   2.64112776E-04   2.06610437E-06   1.38382919E-06   4.28119189E-07   7.31331453E-03   3.79301538E-03   3.01177454E-04   2.41355252E-06   1.61638468E-06   4.99935371E-07 
  3.44907782E-02   1.82140461E-02   1.29375787E-03   9.70651792E-06   6.42838593E-06   1.93791517E-06   3.47068326E-02   1.83698766E-02   1.33472399E-03   9.82050566E-06   6.49841452E-06   1.95573003E-06 
  3.91428750E-03   5.32220062E-04   3.89108530E-05   3.11259138E-07   2.11176977E-07   6.75725258E-08   3.84449711E-03   5.05311945E-04   3.57179859E-05   2.84015399E-07   1.92680062E-07   6.16583189E-08 
  4.19921977E-03   6.96779265E-04   5.38733124E-05   4.57943035E-07   3.15386902E-07   1.03837991E-07   4.23794690E-03   7.06251827E-04   5.43794282E-05   4.60902814E-07   3.17342134E-07   1.04089876E-07 
  6.37883714E-03   3.06103846E-03   2.93833324E-04   2.50865717E-06   1.73513546E-06   5.74819791E-07   6.54478890E-03   3.14860327E-03   3.08183527E-04   2.65980567E-06   1.84130928E-06   6.10430810E-07 
  1.37979538E-02   1.12979611E-02   9.90160291E-04   7.51123097E-06   4.99846351E-06   1.52361923E-06   1.39632767E-02   1.14213591E-02   9.84377288E-04   7.72935401E-06   5.15325497E-06   1.57617042E-06 
  1.80032922E-02   3.37363992E-03   2.53296169E-04   1.96629036E-06   1.30869021E-06   3.99557800E-07   1.81140966E-02   3.38529618E-03   2.62875340E-04   2.10258321E-06   1.40144386E-06   4.31249269E-07 
  2.53673030E-02   6.66072230E-03   4.99832540E-04   3.93836349E-06   2.61838927E-06   7.96729820E-07   2.77586017E-02   7.31284808E-03   4.73084434E-04   3.55704837E-06   2.36666098E-06   7.21538292E-07 
  6.46455548E-03   8.97356911E-04   6.50902679E-05   4.93367125E-07   3.25854108E-07   9.80669694E-08   6.62032623E-03   8.82599398E-04   6.17211933E-05   4.67413172E-07   3.08589933E-07   9.28514761E-08 
  8.32714804E-03   1.44104734E-03   1.19150452E-04   1.01688033E-06   6.97229267E-07   2.27100825E-07   8.75599713E-03   1.47075143E-03   1.16746542E-04   9.86792966E-07   6.76909162E-07   2.20666084E-07 
  1.53826632E-02   5.96223188E-03   5.52410174E-04   4.74112981E-06   3.18279313E-06   9.88512413E-07   1.53375430E-02   5.90110881E-03   5.27257423E-04   4.46011625E-06   2.99266389E-06   9.28707923E-07 
  7.72951699E-03   1.33337762E-03   1.02722467E-04   8.37272453E-07   5.69267024E-07   1.82377337E-07   8.83057289E-03   1.42908537E-03   1.07290521E-04   8.91992382E-07   6.08423035E-07   1.95575003E-07 
  1.45206305E-03   1.10449597E-04   3.49291294E-06   8.96294480E-09   4.66414515E-09   9.91900608E-10   7.15618478E-04   5.64963254E-05   2.21788842E-06   8.84147205E-09   5.08879512E-09   1.21878442E-09 
  8.35594924E-03   2.32933120E-03   2.13049824E-04   1.88550092E-06   1.30672926E-06   4.34288246E-07   8.37900127E-03   2.35808844E-03   2.20617913E-04   1.97191319E-06   1.36655331E-06   4.54069913E-07 
  2.05624088E-02   5.35644290E-03   4.11949994E-04   3.23362873E-06   2.15314522E-06   6.57491021E-07   2.05834268E-02   5.31960149E-03   4.00046117E-04   3.13744241E-06   2.08976086E-06   6.38632762E-07 
  1.23982380E-02   2.89601983E-03   2.26711849E-04   1.87339688E-06   1.27744610E-06   4.10634291E-07   1.47598425E-02   3.52827922E-03   2.73177106E-04   2.25940072E-06   1.54038642E-06   4.94943928E-07 
  2.71176542E-02   5.97815604E-03   3.91530233E-04   3.01201418E-06   1.99428667E-06   6.00840260E-07   2.82119083E-02   6.42142190E-03   4.57663883E-04   3.64134532E-06   2.41284529E-06   7.24832550E-07 
  5.77358609E-03   8.63386431E-04   6.22172206E-05   4.65661550E-07   3.06440749E-07   9.15678297E-08   5.98966555E-03   8.99711421E-04   6.45941119E-05   4.82769116E-07   3.17644593E-07   9.49052029E-08 
  1.95724551E-02   4.21942870E-03   3.31508824E-04   2.63670482E-06   1.74715768E-06   5.27871165E-07   2.04077081E-02   4.21151777E-03   2.86911807E-04   2.20635938E-06   1.46234590E-06   4.42359449E-07 
  4.01367911E-03   6.40720958E-04   4.80855545E-05   3.83474956E-07   2.58872870E-07   8.18309656E-08   3.94868559E-03   6.05917020E-04   4.38869331E-05   3.45742314E-07   2.33263476E-07   7.37358477E-08 
  4.92969801E-03   7.03494646E-04   5.16364923E-05   4.15175524E-07   2.81285333E-07   8.95906068E-08   5.07648255E-03   7.28845540E-04   5.31814747E-05   4.26056227E-07   2.88443457E-07   9.17428512E-08 
  2.47979652E-02   1.01186604E-02   7.67614716E-04   5.72684408E-06   3.83838653E-06   1.18889615E-06   2.87590436E-02   1.22430843E-02   9.44516767E-04   7.14680598E-06   4.78377415E-06   1.48024056E-06 
  1.10257369E-02   2.52517176E-03   2.03907842E-04   1.70904498E-06   1.16567246E-06   3.75118542E-07   1.35031417E-02   3.11586698E-03   2.39531402E-04   1.97998578E-06   1.32832624E-06   4.31172428E-07 
  3.48042665E-03   7.27525407E-04   5.19771729E-05   4.02535470E-07   2.70413631E-07   8.46835023E-08   3.57721598E-03   7.42490774E-04   5.50287646E-05   4.35083402E-07   2.93625280E-07   9.27918500E-08 
  7.58263658E-03   2.06419290E-03   1.58927977E-04   1.27654639E-06   8.60513790E-07   2.70079455E-07   8.33481782E-03   2.24042090E-03   1.72315545E-04   1.40373663E-06   9.47426989E-07   2.96695452E-07 
  5.55427867E-03   3.24086499E-03   3.37141501E-04   2.97699292E-06   2.04866554E-06   6.70997581E-07   5.96929879E-03   3.43064293E-03   3.24450742E-04   2.76828912E-06   1.90678219E-06   6.25950165E-07 
  2.59622259E-02   9.80353672E-03   8.18318938E-04   6.64576239E-06   4.42885753E-06   1.35411057E-06   2.67071716E-02   9.99392551E-03   7.40546040E-04   5.66074054E-06   3.77454425E-06   1.15611647E-06 
  8.22519426E-03   1.78858940E-03   1.41164566E-04   1.14694539E-06   7.76591062E-07   2.46403636E-07   8.37059305E-03   1.78876779E-03   1.42872788E-04   1.18194551E-06   8.01738770E-07   2.54950320E-07 
  2.99078849E-03   5.78819360E-04   4.14198275E-05   3.36729854E-07   2.31806458E-07   7.65933179E-08   2.99337370E-03   5.89870705E-04   4.58817250E-05   3.89622909E-07   2.69102187E-07   1.06095239E-07 
  7.74309857E-03   1.60035463E-03   1.32366538E-04   1.13580236E-06   7.80031793E-07   2.54610803E-07   9.34931051E-03   1.89073349E-03   1.50123627E-04   1.26078928E-06   8.64659523E-07   2.82176750E-07 
  8.23852299E-03   1.45191724E-03   1.13169561E-04   9.51344911E-07   6.52438692E-07   2.12544052E-07   9.60774448E-03   1.70871572E-03   1.35273780E-04   1.13854300E-06   7.80750080E-07   2.54199252E-07 
  3.32227472E-03   4.25582523E-04   2.60926825E-05   1.79551977E-07   1.17282411E-07   3.48253991E-08   2.91862575E-03   3.68292561E-04   2.49953280E-05   1.84674223E-07   1.21457335E-07   3.66666128E-08 
  3.48336456E-03   4.23228163E-04   2.70990865E-05   1.92012411E-07   1.25462971E-07   3.70634194E-08   3.51404050E-03   4.32135257E-04   2.97354191E-05   2.23244909E-07   1.46813868E-07   4.37002775E-08 
  4.29018873E-03   6.25226829E-04   4.45233204E-05   3.40755786E-07   2.27470851E-07   7.02483239E-08   4.22448428E-03   5.98663981E-04   4.19401950E-05   3.18690571E-07   2.12686632E-07   6.61781779E-08 
  2.51320025E-03   2.66712869E-04   1.54010918E-05   1.00359416E-07   6.45934312E-08   1.86484564E-08   3.24382674E-03   3.57594042E-04   2.07386586E-05   1.35068385E-07   8.69667766E-08   2.51463755E-08 
  7.69008648E-03   1.04330716E-03   7.34045853E-05   5.67953549E-07   3.78525454E-07   1.16094056E-07   8.14215136E-03   1.10194357E-03   7.84496136E-05   6.11855442E-07   4.07891651E-07   1.26248776E-07 
  3.24071097E-03   4.03655499E-04   2.69662346E-05   1.98302147E-07   1.30342785E-07   3.88171254E-08   3.38506780E-03   4.18770008E-04   2.70017009E-05   1.92352512E-07   1.26046711E-07   3.75152705E-08 
  2.80836319E-02   9.85506155E-03   7.97135037E-04   6.28495493E-06   4.18103512E-06   1.27366832E-06   2.80436036E-02   9.81049358E-03   7.75824936E-04   6.00019749E-06   3.99000955E-06   1.21455507E-06 
  6.73842510E-03   1.21253494E-03   1.03877836E-04   9.24198844E-07   6.41426284E-07   2.14083911E-07   7.88997138E-03   1.45875427E-03   1.24892183E-04   1.10776412E-06   7.67886766E-07   2.55759464E-07 
  5.84377194E-03   1.61499965E-03   1.49242576E-04   1.32806922E-06   9.17918894E-07   3.03676635E-07   5.85850614E-03   1.58307630E-03   1.40771106E-04   1.24110156E-06   8.59145872E-07   2.84388399E-07 
  1.36470761E-02   2.68284367E-03   2.08325419E-04   1.68402870E-06   1.12913784E-06   3.50007236E-07   1.59960130E-02   3.06150256E-03   2.15538345E-04   1.70711066E-06   1.13973278E-06   3.53915941E-07 
  3.17877856E-03   3.85730428E-04   2.53222070E-05   1.86416426E-07   1.23904447E-07   3.80722663E-08   3.12845987E-03   3.79779246E-04   2.68302002E-05   2.08922451E-07   1.39539616E-07   4.28682519E-08 
  2.72106476E-02   7.52252199E-03   5.49771276E-04   4.29559818E-06   2.83926632E-06   8.52366195E-07   2.95456989E-02   8.15666644E-03   5.13362520E-04   3.87184424E-06   2.56125399E-06   7.73246491E-07 
  8.06754277E-03   1.03534833E-03   7.36109010E-05   5.61224732E-07   3.69931051E-07   1.10598869E-07   8.01930405E-03   1.00738912E-03   6.90238433E-05   5.20859560E-07   3.43173924E-07   1.02548330E-07 
  1.22962343E-02   2.29079031E-03   1.68484728E-04   1.32819111E-06   8.89795101E-07   2.75804257E-07   1.34059542E-02   2.42161125E-03   1.70954129E-04   1.35346051E-06   9.07712412E-07   2.81713923E-07 
  7.92852727E-03   1.06434810E-03   7.41559065E-05   5.63706547E-07   3.71612159E-07   1.11100334E-07   7.95168521E-03   1.07866064E-03   7.59074288E-05   5.78397497E-07   3.81187346E-07   1.13711064E-07 
  1.20472385E-02   2.41005855E-03   1.80106685E-04   1.45911049E-06   9.87786481E-07   3.13075165E-07   1.43853373E-02   2.81746651E-03   2.17235696E-04   1.76058258E-06   1.19105278E-06   3.77194478E-07 
  9.37919213E-03   9.04787781E-03   1.41056729E-03   1.10943785E-05   7.62237317E-06   2.48805585E-06   9.68280937E-03   9.34643820E-03   1.44619651E-03   1.17287299E-05   8.06810320E-06   2.59394234E-06 
  1.36901249E-02   2.18394485E-03   1.63679435E-04   1.27371587E-06   8.45714542E-07   2.56715722E-07   1.39651470E-02   2.24039008E-03   1.71587401E-04   1.35509646E-06   9.00301752E-07   2.73553370E-07 
  7.96406209E-03   1.37275954E-03   1.07564998E-04   8.77780087E-07   5.92113325E-07   1.86479874E-07   8.24731138E-03   1.42872635E-03   1.07701328E-04   8.56045040E-07   5.72939177E-07   1.79524181E-07 
  1.33556178E-02   2.31766058E-03   1.76660919E-04   1.39094985E-06   9.32050675E-07   2.88770842E-07   1.33907507E-02   2.34424342E-03   1.90198146E-04   1.58020584E-06   1.06346514E-06   3.31632128E-07 
  2.17562394E-02   9.16632886E-03   7.46068648E-04   5.76439324E-06   3.84863245E-06   1.18063020E-06   2.35032006E-02   9.91472926E-03   7.43381902E-04   5.71890550E-06   3.82310046E-06   1.17969374E-06 
  1.53610317E-02   4.51876257E-03   3.32437420E-04   2.63950020E-06   1.77311178E-06   5.52322034E-07   1.91946087E-02   5.85418877E-03   4.08401308E-04   3.17989242E-06   2.13367917E-06   6.62437984E-07 
  5.40132530E-03   7.61460834E-04   5.83204248E-05   4.62388023E-07   3.09102481E-07   9.52401908E-08   5.38953896E-03   7.25034475E-04   5.31242434E-05   4.12587088E-07   2.75248008E-07   8.46787861E-08 
  1.68680432E-02   4.09081580E-03   2.89872578E-04   2.29792441E-06   1.53707702E-06   4.74136014E-07   1.75086097E-02   4.26078319E-03   2.97212741E-04   2.32412744E-06   1.56091767E-06   4.81028135E-07 
  5.16063940E-03   6.71569510E-04   4.58004942E-05   3.37881815E-07   2.22420081E-07   6.66217934E-08   5.55938263E-03   6.90994307E-04   4.69867394E-05   3.64100309E-07   2.40070296E-07   7.16350238E-08 
  6.27307534E-03   1.08418835E-03   8.47822094E-05   6.80823637E-07   4.57721579E-07   1.43187891E-07   6.54374590E-03   1.04847967E-03   7.68847580E-05   6.15443229E-07   4.14404185E-07   1.30077397E-07 
  3.28845652E-02   1.42587559E-02   1.01262406E-03   7.50498241E-06   4.98377767E-06   1.51268071E-06   3.67147324E-02   1.64822534E-02   1.16962144E-03   8.41925011E-06   5.58785667E-06   1.69241028E-06 
  6.27382797E-03   1.09734480E-03   8.32560418E-05   6.83972869E-07   4.65696912E-07   1.49685720E-07   6.57012670E-03   1.20245175E-03   9.62537766E-05   7.98903177E-07   5.43484301E-07   1.74509425E-07 
  2.88583307E-03   3.43691803E-04   2.09741003E-05   1.45540454E-07   9.57856645E-08   2.89905202E-08   2.90259298E-03   3.52789904E-04   2.31720725E-05   1.70715598E-07   1.12972833E-07   3.43499294E-08 
  6.45657790E-03   1.10964791E-03   8.22080054E-05   6.58920348E-07   4.49222993E-07   1.44937128E-07   6.69324193E-03   1.07115186E-03   8.14009182E-05   6.82461714E-07   4.67469159E-07   1.52028237E-07 
  1.18770688E-02   1.82464451E-03   1.38847595E-04   1.05942598E-06   6.96272751E-07   2.06789774E-07   1.23384265E-02   1.68093454E-03   1.13473449E-04   8.50689517E-07   5.58956721E-07   1.65967450E-07 
  5.69756490E-03   1.04132770E-03   8.10437463E-05   6.53377126E-07   4.40142149E-07   1.38300638E-07   5.75691798E-03   1.04684764E-03   7.89300481E-05   6.27548112E-07   4.22006867E-07   1.32209602E-07 
  3.77247217E-02   2.28060902E-02   1.88172219E-03   1.36023482E-05   9.04408277E-06   2.75016118E-06   4.02857334E-02   2.46847077E-02   2.04526175E-03   1.42804864E-05   9.48723351E-06   2.88351095E-06 
