rho_a(555)  rho_a(659)  rho_a(865)  rho_a(1375)  rho_a(1610)  rho_a(2250)  
  2.36744388E-03   1.92675310E-03   1.29531236E-03   5.84955064E-04   4.16396222E-04   2.00807430E-04 
  2.50501467E-02   2.20841444E-02   1.60538263E-02   8.37200311E-03   6.83353238E-03   4.61344881E-03 
  2.52104483E-04   2.03119791E-04   1.46664550E-04   8.72835370E-05   6.74968510E-05   4.39530171E-05 
  5.70745132E-02   5.90040227E-02   5.34325092E-02   4.92117552E-02   4.94882545E-02   4.73009816E-02 
  8.81071451E-03   7.15627685E-03   4.82401795E-03   2.49320848E-03   2.07098459E-03   1.51348713E-03 
  1.97118682E-03   1.57434737E-03   1.08856347E-03   5.26873769E-04   3.82309294E-04   1.86552251E-04 
  2.13184113E-03   1.77258820E-03   1.27888751E-03   6.39099630E-04   4.80339942E-04   2.72035567E-04 
  9.05270984E-04   8.15923192E-04   7.08372970E-04   6.21179440E-04   6.05176289E-04   5.56327171E-04 
  2.83838125E-03   2.55745718E-03   2.09430784E-03   1.45301315E-03   1.30771206E-03   1.00869588E-03 
  2.90969136E-03   2.34658645E-03   1.64681112E-03   9.22653194E-04   7.76953581E-04   5.60370647E-04 
  1.52373330E-02   1.23705865E-02   8.20087651E-03   3.04431984E-03   1.94084607E-03   7.66069522E-04 
  2.20854745E-03   1.90722093E-03   1.50029272E-03   9.61618163E-04   8.18409781E-04   6.28620086E-04 
  1.62763450E-03   1.34027593E-03   9.84340548E-04   5.96638923E-04   4.82182085E-04   3.22842396E-04 
  3.36924858E-02   2.91900884E-02   1.96358950E-02   8.52443473E-03   6.57387569E-03   4.40241205E-03 
  4.53453953E-04   3.50859362E-04   2.19901791E-04   8.78408002E-05   6.20362671E-05   3.13193430E-05 
  9.63617447E-03   7.84466946E-03   5.07045983E-03   1.72675720E-03   1.03432890E-03   3.02709620E-04 
  2.60036588E-03   2.04299809E-03   1.31541392E-03   4.46672366E-04   2.68415727E-04   8.66509070E-05 
  1.22620375E-03   1.02376197E-03   7.38675085E-04   4.51949217E-04   3.97723318E-04   3.24033662E-04 
  5.31504708E-02   4.66291131E-02   3.19664591E-02   1.29273524E-02   9.26430883E-03   5.36672079E-03 
  9.17788245E-03   7.25388008E-03   4.57649403E-03   1.45873720E-03   8.42798068E-04   2.24784191E-04 
  3.33548740E-03   2.56910444E-03   1.53100849E-03   4.69682945E-04   2.83413625E-04   1.15562215E-04 
  2.13370047E-03   1.72783006E-03   1.11939428E-03   5.12716305E-04   3.84939774E-04   2.08325593E-04 
  4.90080300E-04   4.02832187E-04   2.77669490E-04   1.38277531E-04   1.05166007E-04   5.25142989E-05 
  2.00603700E-04   1.47360425E-04   8.32056676E-05   2.68915180E-05   1.73670624E-05   8.13249246E-06 
  1.13981801E-03   9.27949798E-04   6.44103307E-04   3.17545909E-04   2.40580472E-04   1.45937715E-04 
  3.75980872E-04   2.88468167E-04   1.86345758E-04   9.21536408E-05   7.32868313E-05   4.95829934E-05 
  1.31687512E-03   1.18180208E-03   9.72288121E-04   7.34414419E-04   6.78991166E-04   5.84288704E-04 
  1.59356061E-02   1.29672401E-02   8.71174542E-03   3.43486283E-03   2.26473168E-03   9.54846247E-04 
  1.27310762E-02   1.01658199E-02   6.54664836E-03   2.98537849E-03   2.40383426E-03   1.78517477E-03 
  2.93671732E-02   2.59636835E-02   1.84339798E-02   7.26456991E-03   4.79486363E-03   1.96854423E-03 
  2.98337987E-04   2.42054117E-04   1.66928681E-04   7.22155394E-05   5.06338763E-05   2.41325744E-05 
  3.23237173E-03   2.49400709E-03   1.43590473E-03   3.65946333E-04   1.84702128E-04   2.77494776E-05 
  4.84219785E-02   4.05574781E-02   2.57340763E-02   7.56588760E-03   4.37644796E-03   1.46631519E-03 
  1.24626812E-03   9.50791309E-04   5.57306251E-04   1.56711077E-04   7.68320796E-05   1.02245299E-05 
  2.67121667E-02   2.55405203E-02   1.94384684E-02   1.13842459E-02   9.29067716E-03   5.59114885E-03 
  1.65332181E-02   1.42149475E-02   1.06570305E-02   6.18274963E-03   5.12226617E-03   3.35627743E-03 
  3.47239261E-04   3.01466634E-04   2.29634561E-04   1.30317844E-04   1.01256530E-04   5.77263352E-05 
  1.36345237E-02   1.10657846E-02   7.28640050E-03   2.51556518E-03   1.46872828E-03   3.54960132E-04 
  1.70062005E-02   1.53648372E-02   1.16459122E-02   6.29548318E-03   4.87758264E-03   2.87285836E-03 
  2.62887763E-03   2.17265317E-03   1.60609980E-03   9.04735863E-04   7.29641125E-04   5.30730519E-04 
  4.47664574E-03   3.97507042E-03   2.88309758E-03   1.88995575E-03   1.66889420E-03   1.25733790E-03 
  2.27211721E-02   1.97280904E-02   1.55365179E-02   1.10842395E-02   1.00022966E-02   8.03795575E-03 
  3.64354332E-04   2.75450109E-04   1.62214174E-04   4.99282150E-05   3.00871046E-05   1.09399134E-05 
  3.02673414E-03   2.67159229E-03   2.26986280E-03   1.96516036E-03   1.90022677E-03   1.69457634E-03 
  6.06319828E-03   5.19338665E-03   3.66966906E-03   2.05563920E-03   1.80926182E-03   1.39584577E-03 
  2.01856040E-02   1.72468646E-02   1.22593911E-02   6.07812434E-03   4.41298934E-03   2.03000948E-03 
  3.45411147E-02   3.23365952E-02   2.52368144E-02   1.14623771E-02   7.75805353E-03   2.87975078E-03 
  1.01533542E-03   8.16494698E-04   5.49981366E-04   2.42258067E-04   1.68893749E-04   7.43929466E-05 
  1.78046394E-04   1.58870075E-04   1.33088069E-04   9.73547506E-05   7.30066384E-05   4.33275630E-05 
  1.29024805E-04   9.86757654E-05   6.16031863E-05   2.44131076E-05   1.74086218E-05   1.02789216E-05 
  2.53369652E-02   2.43826713E-02   1.87492263E-02   1.17525821E-02   9.43184214E-03   5.87259230E-03 
  2.00042690E-04   1.54920944E-04   9.67297148E-05   2.99822832E-05   1.59385321E-05   2.54879158E-06 
  5.31094647E-02   5.05104357E-02   3.83530822E-02   2.24036968E-02   1.98434409E-02   1.57124523E-02 
  2.84909298E-04   2.16713764E-04   1.36718775E-04   4.88015473E-05   2.98932920E-05   9.97815577E-06 
  1.78974311E-02   1.60644744E-02   1.24869593E-02   7.85461016E-03   6.82111019E-03   4.96750628E-03 
  6.15897963E-03   5.47467508E-03   4.77928811E-03   3.70315913E-03   3.25755784E-03   2.45802315E-03 
  1.63727219E-02   1.41101926E-02   9.76938959E-03   4.14260232E-03   2.91590760E-03   1.44161525E-03 
  3.00365753E-04   2.38305425E-04   1.56620413E-04   7.00248345E-05   5.33529244E-05   3.41773177E-05 
  1.13529689E-02   9.19643826E-03   6.42118891E-03   3.06774886E-03   2.09397651E-03   7.48522168E-04 
  1.85236597E-04   1.41881925E-04   8.52199164E-05   4.51124951E-05   3.92687289E-05   3.31094112E-05 
  1.36204622E-02   1.12265503E-02   7.28937793E-03   2.89124552E-03   1.88329044E-03   5.94718133E-04 
  1.32214674E-02   1.04947141E-02   6.05816453E-03   1.84825101E-03   1.20556635E-03   5.73958292E-04 
  6.75219764E-03   6.14589178E-03   4.64347063E-03   2.75276394E-03   2.34271380E-03   1.73637619E-03 
  3.14335459E-03   2.57998061E-03   1.58918664E-03   5.07323625E-04   3.18335309E-04   1.23853820E-04 
  8.14776844E-02   7.25911187E-02   4.72035897E-02   1.43977781E-02   9.58486669E-03   5.44721645E-03 
  6.01894013E-04   5.66009286E-04   4.59029885E-04   3.29186234E-04   2.93915336E-04   2.15969855E-04 
  2.46968370E-02   2.00264622E-02   1.26584869E-02   5.43479320E-03   4.38012434E-03   3.41123197E-03 
  1.39086111E-02   1.17654404E-02   8.56708499E-03   4.97709621E-03   4.19810952E-03   3.04068175E-03 
  2.36860703E-03   1.75485152E-03   1.07721202E-03   4.82043335E-04   3.26531140E-04   1.15282820E-04 
  3.63523178E-04   2.81353043E-04   1.50383015E-04   4.01648659E-05   2.26174252E-05   7.39310824E-06 
  1.04147444E-03   8.40879891E-04   5.80069604E-04   2.76218342E-04   1.96450614E-04   7.63088225E-05 
  6.66694634E-05   6.45568724E-05   5.57785545E-05   4.49450805E-05   4.16902894E-05   3.45500651E-05 
  9.47828361E-03   8.35268900E-03   6.44337616E-03   4.10843825E-03   3.49596240E-03   2.43515885E-03 
  1.97902203E-03   1.65514268E-03   1.19659864E-03   7.46532592E-04   6.53794839E-04   5.22961129E-04 
  3.27942646E-04   2.55392259E-04   1.62102831E-04   5.98674680E-05   3.87294283E-05   1.53333043E-05 
  2.92630458E-02   2.43316970E-02   1.61660906E-02   5.41489170E-03   3.18093472E-03   8.84414113E-04 
  1.48040692E-02   1.26722231E-02   9.22188253E-03   4.07147852E-03   2.67090630E-03   9.03239551E-04 
  1.74679789E-04   1.41723974E-04   9.21757455E-05   4.06254431E-05   2.94360669E-05   1.44273145E-05 
  2.13175728E-03   1.88940020E-03   1.37772709E-03   7.61327634E-04   6.36348297E-04   3.83954597E-04 
  5.26488926E-03   4.05183221E-03   2.36248335E-03   8.35430407E-04   5.87783742E-04   3.35997983E-04 
  5.37836047E-04   4.56155480E-04   3.63265152E-04   2.68309124E-04   2.44331273E-04   1.90002090E-04 
  2.52695868E-04   2.07665585E-04   1.42154223E-04   6.32043522E-05   4.45061437E-05   2.00291665E-05 
  3.27736484E-02   2.89092246E-02   1.96340367E-02   1.16625450E-02   1.07190623E-02   8.96275209E-03 
  2.26797488E-04   1.74319949E-04   1.04609076E-04   3.65342763E-05   2.43244450E-05   1.18268818E-05 
  3.30623434E-02   2.76623370E-02   1.83370158E-02   6.47824882E-03   4.09800151E-03   1.55408604E-03 
  3.45866764E-02   2.85067183E-02   1.83088589E-02   6.39667138E-03   4.17915937E-03   1.96477366E-03 
  4.01581726E-02   3.59802565E-02   2.50607027E-02   1.52184433E-02   1.44074472E-02   1.24830246E-02 
  8.26451500E-04   6.64598134E-04   4.22474517E-04   1.51253216E-04   9.58382333E-05   3.21025291E-05 
  1.29867059E-03   1.07036887E-03   7.87461419E-04   4.97315051E-04   3.85372213E-04   2.07593199E-04 
  2.44713983E-02   1.95221956E-02   1.16059008E-02   3.66421388E-03   2.40701469E-03   1.25327506E-03 
  2.78910861E-02   2.29074633E-02   1.40811577E-02   4.41180914E-03   2.82250981E-03   1.28817246E-03 
  1.30084567E-04   1.06914751E-04   7.28642750E-05   4.07939227E-05   3.48329391E-05   2.68401971E-05 
  3.63581309E-03   2.94129800E-03   1.97417549E-03   1.19913188E-03   1.08869163E-03   9.05004730E-04 
  2.70966781E-02   2.22316806E-02   1.47343019E-02   5.02978229E-03   2.86982404E-03   5.47324847E-04 
  8.24165358E-03   6.62560948E-03   3.71367551E-03   8.85592897E-04   5.06415780E-04   1.99352553E-04 
  1.30402640E-03   1.04611853E-03   6.04542051E-04   2.18793553E-04   1.74490180E-04   1.36795355E-04 
  4.82158395E-03   4.42167167E-03   3.71403584E-03   2.46768799E-03   1.95812009E-03   1.09337640E-03 
  3.20667449E-04   2.60044928E-04   1.71027915E-04   7.03839422E-05   4.70416088E-05   1.38669699E-05 
  7.43098898E-03   6.11076676E-03   4.49221658E-03   2.34528952E-03   1.70016071E-03   8.58470338E-04 
  1.44375553E-04   1.25791939E-04   9.10788832E-05   5.93476520E-05   4.66819780E-05   2.57447984E-05 
  6.19054354E-04   6.06898135E-04   5.41080058E-04   3.81843457E-04   3.12541588E-04   1.85103803E-04 
  1.33063600E-03   1.18807809E-03   9.39923291E-04   6.74931636E-04   6.17769228E-04   4.80454950E-04 
  6.49350734E-03   5.03428952E-03   3.26699952E-03   1.24561483E-03   7.90058678E-04   2.56717010E-04 
  3.44686672E-03   2.82506031E-03   2.09350460E-03   1.29216921E-03   1.03503871E-03   6.16450448E-04 
  5.41423021E-04   5.02571523E-04   4.40609797E-04   4.44472715E-04   4.13146095E-04   3.41383874E-04 
  1.49575110E-03   1.17549056E-03   7.53515248E-04   2.86260009E-04   1.88162308E-04   8.05232726E-05 
  2.23600574E-04   1.79799505E-04   1.15916084E-04   5.42960240E-05   4.30828294E-05   2.98109616E-05 
  2.77008320E-02   2.54282433E-02   2.12897848E-02   1.82384750E-02   1.77612389E-02   1.60671858E-02 
  2.75911961E-03   2.34323367E-03   1.41747910E-03   4.02766983E-04   2.47415949E-04   1.08323391E-04 
  2.10118269E-02   1.81765799E-02   1.38935682E-02   6.99595682E-03   5.35424742E-03   3.31757486E-03 
  4.78240905E-04   3.97717655E-04   2.64014643E-04   1.23829692E-04   9.96977725E-05   7.15173191E-05 
  4.32733060E-04   3.46300675E-04   2.43255821E-04   1.32887232E-04   9.81434282E-05   4.52356704E-05 
  1.33517378E-02   1.07434074E-02   6.95697895E-03   2.58077966E-03   1.69302736E-03   7.13299077E-04 
  1.33623826E-04   1.19916135E-04   9.77266907E-05   7.42910279E-05   6.54077383E-05   5.29412844E-05 
  4.30539141E-03   3.44062190E-03   1.98082152E-03   5.94901798E-04   3.93296795E-04   2.00586453E-04 
  5.85790499E-03   4.67912034E-03   2.97858050E-03   1.14750961E-03   8.02915109E-04   4.70294853E-04 
  1.04890334E-04   8.27421550E-05   6.02927759E-05   4.05740049E-05   3.66548776E-05   2.88695087E-05 
  1.59049722E-03   1.26811826E-03   8.23694641E-04   2.72272088E-04   1.47291530E-04   2.31591183E-05 
  7.71131608E-03   6.36274520E-03   4.30898202E-03   2.23456827E-03   1.84979759E-03   1.37169537E-03 
  1.44330760E-02   1.20376356E-02   8.20744244E-03   3.95073627E-03   3.11608450E-03   2.10345906E-03 
  6.28703407E-04   5.62871990E-04   4.78210854E-04   3.96674083E-04   3.78359192E-04   3.32338589E-04 
  5.66690562E-03   5.61357942E-03   5.32952724E-03   4.69849243E-03   4.51776773E-03   3.77689861E-03 
  2.68197101E-02   2.49802709E-02   2.03820038E-02   1.40674717E-02   1.28775732E-02   1.01292178E-02 
  2.71767202E-03   2.04593751E-03   1.16010571E-03   3.57028274E-04   2.29038477E-04   1.11743497E-04 
  9.37208241E-03   7.63298557E-03   5.28806654E-03   2.69401141E-03   2.12017309E-03   1.35789617E-03 
  3.18069743E-03   2.75337133E-03   1.95824127E-03   1.18234918E-03   1.03266635E-03   6.93662819E-04 
  1.32984141E-02   1.14020151E-02   8.50601935E-03   5.24115198E-03   4.45823676E-03   3.28369310E-03 
  9.72761511E-05   1.06119620E-04   9.16048705E-05   7.51749895E-05   6.25254209E-05   3.94200914E-05 
  4.99161658E-05   4.23421406E-05   3.39234936E-05   2.61652365E-05   2.32649281E-05   1.79007428E-05 
  7.72671207E-03   8.00482344E-03   8.37816363E-03   8.82741900E-03   8.54767586E-03   7.21377882E-03 
  3.72966414E-02   3.17210795E-02   2.14628039E-02   1.19534883E-02   1.06365624E-02   8.82808573E-03 
  7.58542796E-04   6.20537143E-04   4.34703089E-04   2.17806145E-04   1.62606999E-04   8.11908214E-05 
  3.90037983E-04   3.56087445E-04   3.19325001E-04   2.95981448E-04   2.77017030E-04   2.53649090E-04 
  8.63749856E-03   7.78520403E-03   6.80326783E-03   5.64954132E-03   5.17008110E-03   4.24296489E-03 
  1.69168723E-04   1.33003355E-04   9.02870677E-05   4.91775572E-05   4.13146202E-05   3.26243645E-05 
  1.41526031E-04   1.14593530E-04   7.88474153E-05   3.72495240E-05   2.71881147E-05   1.34197270E-05 
  7.02980295E-03   6.22994743E-03   4.82989994E-03   2.75537374E-03   2.17383590E-03   1.29525649E-03 
  3.82252482E-05   3.19248426E-05   2.95515617E-05   2.51268771E-05   2.27735822E-05   1.83146374E-05 
  5.35053876E-05   5.36712580E-05   4.81604944E-05   4.88678213E-05   4.94142657E-05   3.93174091E-05 
  2.02855997E-03   1.63330779E-03   1.00686261E-03   4.65469294E-04   3.99933713E-04   3.52510220E-04 
  2.24618974E-02   1.86381170E-02   1.20044757E-02   4.74410109E-03   3.48676937E-03   2.20780003E-03 
  7.20944039E-04   5.77746453E-04   4.00481198E-04   2.05621296E-04   1.69115599E-04   1.25314866E-04 
  3.22402504E-03   2.54415278E-03   1.48404874E-03   5.93780669E-04   4.91454467E-04   4.01698620E-04 
  6.65903635E-02   5.99748108E-02   4.14157981E-02   2.14234580E-02   1.90219521E-02   1.61606299E-02 
  2.94440427E-04   3.16569563E-04   2.91907365E-04   2.31714735E-04   2.12908936E-04   1.51364424E-04 
  5.39335698E-04   4.18110534E-04   2.69594420E-04   9.80209666E-05   6.04735849E-05   2.03909484E-05 
  1.93828813E-04   1.65192139E-04   1.22018757E-04   7.14901494E-05   5.87156012E-05   3.46421696E-05 
  6.22701942E-03   5.17028279E-03   3.74023217E-03   1.96788699E-03   1.45537862E-03   6.20216055E-04 
  9.32090846E-04   8.81922880E-04   8.02634576E-04   7.54136418E-04   7.09842742E-04   6.04601903E-04 
  4.21448794E-02   3.96294362E-02   3.08409517E-02   1.45253684E-02   1.03928092E-02   5.28092127E-03 
  2.76951496E-04   2.74269845E-04   2.84283444E-04   2.36755492E-04   2.15631495E-04   1.60282839E-04 
  4.70943211E-03   4.22937918E-03   3.21075436E-03   1.90169832E-03   1.57234583E-03   1.05073211E-03 
  9.88299505E-02   9.10183137E-02   5.81179139E-02   1.67581516E-02   1.12584211E-02   6.90193679E-03 
  7.44002718E-04   5.89641099E-04   3.92293972E-04   2.42105749E-04   2.23510014E-04   2.33630657E-04 
  1.28623801E-02   1.02677641E-02   6.17146501E-03   1.93351232E-03   1.21805269E-03   4.87738849E-04 
  4.97064017E-04   3.71500618E-04   2.18835569E-04   6.23460401E-05   3.34489201E-05   6.92584358E-06 
  2.28852798E-03   1.77301124E-03   1.11197983E-03   3.86639394E-04   2.33667626E-04   5.98322985E-05 
  4.29281341E-03   3.88435032E-03   3.31462014E-03   2.67381240E-03   2.45606703E-03   1.97812058E-03 
  7.10364121E-04   5.41014216E-04   3.21917359E-04   9.65806712E-05   5.25211778E-05   1.07103915E-05 
  9.16041613E-03   7.93677668E-03   5.38461928E-03   2.17409817E-03   1.50839019E-03   7.79198152E-04 
  1.57482572E-02   1.35353785E-02   9.49939862E-03   4.06623010E-03   2.79267813E-03   1.16347446E-03 
  1.48725435E-02   1.32378269E-02   8.94564380E-03   2.96382850E-03   1.78072463E-03   4.82458335E-04 
  1.47319774E-02   1.22046901E-02   8.91492363E-03   4.72406874E-03   3.71581627E-03   2.54552235E-03 
  4.31691308E-04   3.71256019E-04   2.68442656E-04   1.73882402E-04   1.35961895E-04   7.57288181E-05 
  6.55583954E-03   5.59114809E-03   4.17472884E-03   2.93051450E-03   2.48450561E-03   1.91919420E-03 
  1.18331838E-02   1.00333773E-02   6.68758073E-03   3.93144296E-03   3.64056439E-03   3.19546879E-03 
  1.89950122E-04   1.55612879E-04   1.05576562E-04   6.16414194E-05   5.38029641E-05   4.64944393E-05 
  2.29044440E-04   1.81929201E-04   1.26172049E-04   5.91002406E-05   4.04338615E-05   1.44686921E-05 
  2.05850728E-03   1.65501162E-03   1.10030671E-03   4.90296063E-04   3.55753609E-04   1.92918769E-04 
  4.73418967E-03   3.81642804E-03   2.37979943E-03   8.05276455E-04   5.14308660E-04   2.12420675E-04 
  1.19161570E-04   9.23650188E-05   5.80447886E-05   2.31683990E-05   1.60078520E-05   7.78032589E-06 
  1.78573438E-02   1.52740601E-02   9.93077663E-03   3.30935605E-03   2.07384143E-03   8.19375609E-04 
  2.38006068E-02   2.04067652E-02   1.39400052E-02   5.51163486E-03   3.86276199E-03   2.07537969E-03 
  5.80634675E-03   4.62004452E-03   2.94254128E-03   9.54373590E-04   5.63667416E-04   1.71523787E-04 
  1.36877024E-04   1.08348932E-04   6.98211008E-05   2.96170294E-05   2.15781636E-05   1.22365126E-05 
  3.02901881E-03   2.40534884E-03   1.57527513E-03   5.93721993E-04   3.80995312E-04   1.24000350E-04 
  1.03881198E-04   1.10961370E-04   1.17789207E-04   1.31573312E-04   1.35301150E-04   1.33708900E-04 
  2.06021680E-03   1.71606918E-03   1.26811484E-03   8.47689438E-04   7.57815722E-04   5.93373574E-04 
  7.18455181E-04   5.70055953E-04   3.87459436E-04   2.02913969E-04   1.66146081E-04   1.27825526E-04 
  9.00889855E-04   7.44590850E-04   4.18469421E-04   8.36797980E-05   3.95880669E-05   8.05261310E-06 
  2.95555358E-04   2.53797781E-04   2.15474724E-04   1.84314581E-04   1.81704561E-04   1.66343472E-04 
  6.17799526E-03   6.12658178E-03   6.44328411E-03   5.87524801E-03   5.69076500E-03   4.60521631E-03 
  4.08708810E-04   3.22283022E-04   2.07067767E-04   7.62921409E-05   4.76442357E-05   1.54549029E-05 
  1.21283857E-04   9.33709136E-05   6.16830027E-05   3.61104380E-05   3.22037088E-05   2.78731286E-05 
  1.99514231E-02   1.71541152E-02   1.09525174E-02   3.17159320E-03   1.84425855E-03   6.77734636E-04 
  9.93336682E-04   7.82746430E-04   5.14880480E-04   3.05032606E-04   2.61818340E-04   2.11704334E-04 
  4.94930799E-02   4.35883545E-02   3.01966655E-02   1.41964887E-02   1.16497193E-02   9.38298193E-03 
  4.05053686E-04   4.17865108E-04   4.00845358E-04   3.73613457E-04   3.62057096E-04   3.22779226E-04 
  9.57414236E-04   7.37700994E-04   4.46105324E-04   1.28692533E-04   6.81699131E-05   1.34196000E-05 
  1.44149678E-02   1.38998941E-02   1.14584064E-02   7.21129976E-03   6.13506023E-03   3.64064794E-03 
  7.28469946E-04   6.04317110E-04   3.58627026E-04   1.25835242E-04   9.59644054E-05   6.13938374E-05 
  8.21923239E-04   6.58282364E-04   3.91742895E-04   1.63019536E-04   1.32459518E-04   9.82708828E-05 
  1.20508071E-03   1.15123705E-03   9.77730404E-04   9.07907911E-04   9.04335571E-04   7.11472598E-04 
  1.11326908E-02   8.81199540E-03   5.18574033E-03   1.37676297E-03   7.21757430E-04   1.34468584E-04 
