rho_a(412)  rho_a(443)  rho_a(486)  rho_a(551)  rho_a(671)  rho_a(745)  rho_a(862)  rho_a(1238)  rho_a(1610)  rho_a(2257)  
  5.00136202E-04   5.18050444E-04   4.98729608E-04   4.43337813E-04   3.32850554E-04   2.74278768E-04   2.02904760E-04   8.20426423E-05   3.58887792E-05   1.39028714E-05 
  2.00079882E-02   1.94810824E-02   1.83073544E-02   1.62435059E-02   1.27448293E-02   1.08486836E-02   8.43639163E-03   3.79420105E-03   1.72330095E-03   5.76270435E-04 
  4.58162770E-02   4.71454863E-02   4.67952034E-02   4.40596481E-02   3.70436329E-02   3.25154940E-02   2.63267746E-02   1.29603471E-02   6.13026437E-03   2.08442772E-03 
  2.06013843E-03   2.08882551E-03   2.04536030E-03   1.93319390E-03   1.72628491E-03   1.62154938E-03   1.49832319E-03   1.28793217E-03   1.17451235E-03   9.78728844E-04 
  3.64335624E-04   3.70968528E-04   3.51042608E-04   3.04133083E-04   2.17328292E-04   1.73240969E-04   1.21500585E-04   4.15105659E-05   1.51700681E-05   4.18594292E-06 
  8.42019843E-03   8.61335624E-03   8.36179141E-03   7.54012563E-03   5.79287718E-03   4.83724456E-03   3.68443514E-03   1.83581620E-03   1.17878631E-03   8.33515358E-04 
  2.42338308E-02   2.65321837E-02   2.83313318E-02   2.89521387E-02   2.73295285E-02   2.54533930E-02   2.20223738E-02   1.26374478E-02   6.92408397E-03   2.49577675E-03 
  2.96262827E-02   2.92321381E-02   2.78058283E-02   2.51952273E-02   2.04810235E-02   1.79514900E-02   1.46242773E-02   8.06085444E-03   4.73733189E-03   2.29751704E-03 
  7.06443525E-03   6.89970509E-03   6.51250429E-03   5.85014958E-03   4.76856034E-03   4.19981320E-03   3.51131946E-03   2.21292131E-03   1.56786301E-03   1.05863231E-03 
  5.48976748E-03   5.38841864E-03   5.16475851E-03   4.73537800E-03   3.96988175E-03   3.54988783E-03   3.01196405E-03   1.89380538E-03   1.25431008E-03   6.54297689E-04 
  2.09806142E-02   2.13000147E-02   2.09960286E-02   1.95530815E-02   1.66387350E-02   1.50384378E-02   1.28975612E-02   8.74174733E-03   6.43136570E-03   4.23256102E-03 
  9.62250911E-03   9.30940818E-03   8.64573785E-03   7.48174393E-03   5.59112709E-03   4.63677942E-03   3.48544624E-03   1.44499047E-03   6.01776805E-04   1.68920422E-04 
  2.53000821E-04   2.94393260E-04   3.15278208E-04   3.27368860E-04   3.17276270E-04   3.08045949E-04   2.92616997E-04   2.44710985E-04   1.93264900E-04   1.19923275E-04 
  1.16120277E-02   1.20898771E-02   1.23364356E-02   1.22744145E-02   1.16353160E-02   1.10849072E-02   1.05259529E-02   9.08694852E-03   7.88992112E-03   6.19567920E-03 
  1.72618357E-03   1.66933605E-03   1.56125554E-03   1.38670370E-03   1.12019956E-03   9.86349684E-04   8.26068706E-04   5.19144354E-04   3.64065825E-04   2.42596646E-04 
  6.70189059E-03   6.64401276E-03   6.30583953E-03   5.55616751E-03   4.20744988E-03   3.53712328E-03   2.75589869E-03   1.49922284E-03   9.83335787E-04   6.26062982E-04 
  5.63962245E-04   5.44506870E-04   5.04989410E-04   4.42008966E-04   3.45152135E-04   2.99189065E-04   2.45262301E-04   1.51974696E-04   1.08703023E-04   7.80754912E-05 
  2.69226051E-03   2.76624551E-03   2.85156041E-03   2.94223398E-03   3.10865788E-03   3.16410496E-03   3.23054213E-03   3.10156938E-03   2.78284157E-03   2.07079194E-03 
  1.35426078E-03   1.34027082E-03   1.25812677E-03   1.10783307E-03   8.75236686E-04   7.70179339E-04   6.48101202E-04   4.37484779E-04   3.33247801E-04   2.36231719E-04 
  3.09633887E-04   3.01958349E-04   2.81849668E-04   2.48865500E-04   1.95033561E-04   1.68288813E-04   1.35642732E-04   7.46207780E-05   4.45977080E-05   2.34030906E-05 
  3.11601950E-04   3.35715976E-04   3.35454040E-04   3.22800157E-04   2.91657215E-04   2.75619085E-04   2.54106666E-04   2.17404047E-04   1.96724627E-04   1.64121627E-04 
  4.00090502E-05   4.48166475E-05   4.13332458E-05   3.80978404E-05   3.40558488E-05   3.29609267E-05   3.20733596E-05   3.27451454E-05   3.38794516E-05   3.24225345E-05 
  2.20044774E-04   2.12501329E-04   1.95891229E-04   1.72382917E-04   1.36317908E-04   1.17836508E-04   9.46706649E-05   4.80906819E-05   2.44359130E-05   9.78047352E-06 
  6.36577660E-03   6.55555618E-03   6.34673966E-03   5.66956139E-03   4.33282219E-03   3.64024595E-03   2.81962116E-03   1.43468879E-03   8.59373339E-04   5.18726950E-04 
  1.67961478E-04   1.66610965E-04   1.58314378E-04   1.44054938E-04   1.20410585E-04   1.07936501E-04   9.16329881E-05   6.04117141E-05   4.36124897E-05   2.66121779E-05 
  4.15521570E-04   4.70627631E-04   5.25205128E-04   5.85954185E-04   6.48460719E-04   6.79459152E-04   7.05240368E-04   7.21028506E-04   6.77520992E-04   5.49718347E-04 
  3.85797422E-03   3.85237548E-03   3.79037268E-03   3.55942983E-03   3.03308404E-03   2.71143557E-03   2.28561645E-03   1.50751645E-03   1.11611409E-03   6.84928830E-04 
  2.30379191E-03   2.21617266E-03   2.05704353E-03   1.82523441E-03   1.47374828E-03   1.30598137E-03   1.09438229E-03   6.79038290E-04   4.48378369E-04   2.59231391E-04 
  1.67671130E-04   1.80642983E-04   1.71174934E-04   1.51081366E-04   1.16374595E-04   1.00265376E-04   8.17005336E-05   4.98264897E-05   3.42443328E-05   2.27507167E-05 
  3.67587175E-03   3.69792297E-03   3.65276668E-03   3.53923460E-03   3.38794522E-03   3.32073006E-03   3.27700657E-03   3.17866787E-03   3.03934277E-03   2.62369952E-03 
  6.21583631E-04   7.48716641E-04   8.23218671E-04   8.19957971E-04   6.77890771E-04   5.74538831E-04   4.33650737E-04   1.89168981E-04   1.07790094E-04   7.02853264E-05 
  3.34850314E-04   3.56044689E-04   3.42876102E-04   3.07021171E-04   2.39319417E-04   2.05954022E-04   1.65678717E-04   8.97141912E-05   5.06595102E-05   2.48603854E-05 
  6.41920319E-04   7.05553393E-04   7.30864890E-04   7.18501751E-04   6.57941772E-04   6.24804730E-04   5.77402351E-04   4.60360684E-04   3.53547331E-04   2.07099009E-04 
  3.73673955E-04   3.92953675E-04   4.06673988E-04   4.13784485E-04   4.22225419E-04   4.24609663E-04   4.29279234E-04   4.29200414E-04   4.12521931E-04   3.53111315E-04 
  5.94004180E-04   6.06554697E-04   6.03449169E-04   5.86930093E-04   5.34244316E-04   5.10300847E-04   4.63294625E-04   3.53067180E-04   2.70052512E-04   1.76131163E-04 
  5.11437595E-04   4.92386640E-04   4.58636724E-04   4.11752166E-04   3.41960603E-04   3.07096849E-04   2.64415039E-04   1.72854054E-04   1.13877307E-04   5.40789292E-05 
  8.52877742E-03   8.29324072E-03   7.68817687E-03   6.62532755E-03   4.84941425E-03   3.96510809E-03   2.91868005E-03   1.14984583E-03   4.24272304E-04   8.49446181E-05 
  2.60557442E-04   2.81210188E-04   2.84963417E-04   2.68919807E-04   2.23534993E-04   1.96630073E-04   1.62553303E-04   9.34861389E-05   5.73413557E-05   2.92439715E-05 
  3.52230287E-03   3.57353383E-03   3.47024751E-03   3.19504347E-03   2.73478698E-03   2.50674603E-03   2.22735220E-03   1.57649148E-03   1.12459990E-03   6.75627588E-04 
  1.23966308E-02   1.20789828E-02   1.13536427E-02   1.00338112E-02   7.80990724E-03   6.66417211E-03   5.25724838E-03   2.74353842E-03   1.64333399E-03   9.71940501E-04 
  1.45767123E-03   1.36157573E-03   1.24468860E-03   1.08220362E-03   8.69501980E-04   7.69898811E-04   6.46553279E-04   4.10896098E-04   2.61079379E-04   1.05717596E-04 
  5.59997568E-04   5.40333869E-04   4.93454051E-04   4.28297452E-04   3.30954848E-04   2.85389458E-04   2.28907734E-04   1.21996499E-04   6.76275764E-05   2.98977532E-05 
  7.54571490E-03   9.52958029E-03   1.11979504E-02   1.20781967E-02   1.13004831E-02   1.03022011E-02   8.77440576E-03   5.94632336E-03   5.04093599E-03   4.58016377E-03 
  2.86799521E-04   2.92600246E-04   2.78846356E-04   2.49920011E-04   1.94063988E-04   1.63940769E-04   1.26471961E-04   5.78619155E-05   2.75629472E-05   8.80179602E-06 
  3.23487669E-02   3.37501006E-02   3.37244880E-02   3.17150094E-02   2.58057658E-02   2.19304490E-02   1.66941948E-02   7.00887666E-03   3.22987266E-03   1.29630059E-03 
  2.71185917E-04   3.12835801E-04   3.24766966E-04   3.12848011E-04   2.52670779E-04   2.12072267E-04   1.57743698E-04   6.44623402E-05   3.10013645E-05   1.47142000E-05 
  5.31707030E-02   5.75072452E-02   5.99870070E-02   5.91438469E-02   5.10233923E-02   4.44552921E-02   3.45974047E-02   1.44813916E-02   6.78244809E-03   3.08311934E-03 
  3.28863959E-04   3.16213012E-04   2.91795589E-04   2.55049649E-04   2.01302043E-04   1.75190334E-04   1.42511538E-04   7.84267836E-05   4.33561465E-05   1.58096467E-05 
  2.98156966E-02   2.99933148E-02   2.91352910E-02   2.68606036E-02   2.25545758E-02   2.00824898E-02   1.69220262E-02   1.02236893E-02   6.61871169E-03   3.84246329E-03 
  1.62755199E-04   1.57289232E-04   1.42835901E-04   1.24021755E-04   9.86233780E-05   8.71512660E-05   7.36533178E-05   4.73842207E-05   3.26987756E-05   2.10719859E-05 
  1.42351266E-03   1.40114717E-03   1.34459057E-03   1.25150418E-03   1.11340895E-03   1.04992342E-03   9.85287803E-04   8.73813527E-04   7.93257535E-04   6.60693030E-04 
  1.76148347E-04   1.77160774E-04   1.69533430E-04   1.56460215E-04   1.33160859E-04   1.20430256E-04   1.04282192E-04   7.22416780E-05   5.30679308E-05   3.45124747E-05 
  1.75984349E-04   1.79827024E-04   1.70680127E-04   1.48568110E-04   1.08497632E-04   8.88739760E-05   6.59242798E-05   3.35297319E-05   2.27840310E-05   1.56619640E-05 
  1.15756455E-03   1.11757230E-03   1.02810154E-03   8.90710402E-04   6.75489962E-04   5.71390319E-04   4.43019149E-04   2.03028075E-04   8.90480183E-05   2.58369734E-05 
  1.28159932E-02   1.24990062E-02   1.17827268E-02   1.04582559E-02   8.12215893E-03   6.88599103E-03   5.34439365E-03   2.50253061E-03   1.24708544E-03   5.37852970E-04 
  5.72706334E-04   5.50002434E-04   4.97063728E-04   4.17351448E-04   3.04309357E-04   2.53516598E-04   1.94887665E-04   8.95992739E-05   4.01419879E-05   1.34259890E-05 
  1.49289975E-03   1.63481416E-03   1.72475120E-03   1.78853056E-03   1.69064195E-03   1.58865003E-03   1.43605196E-03   1.03268275E-03   7.77731144E-04   5.14479447E-04 
  2.76399378E-03   2.64740868E-03   2.44169716E-03   2.10859414E-03   1.58415822E-03   1.32429259E-03   1.01228077E-03   4.47003893E-04   1.97952248E-04   6.28041508E-05 
  1.03588603E-02   1.12158293E-02   1.13809113E-02   1.04396290E-02   7.77069534E-03   6.22161993E-03   4.33285598E-03   1.50522731E-03   6.91059970E-04   3.85143975E-04 
  5.11595652E-04   5.62342425E-04   5.71205808E-04   5.28237450E-04   4.12719684E-04   3.48501480E-04   2.70292592E-04   1.36646406E-04   8.14371443E-05   4.95259849E-05 
  1.66489144E-04   1.63309823E-04   1.49940387E-04   1.28162494E-04   9.38542527E-05   7.74180414E-05   5.82498893E-05   2.69398560E-05   1.42197239E-05   7.24608587E-06 
  3.89022978E-02   3.91244057E-02   3.79838431E-02   3.47061653E-02   2.78042621E-02   2.37738350E-02   1.85578683E-02   8.83759135E-03   4.59724018E-03   2.13734381E-03 
  2.26094121E-04   2.49306733E-04   2.49755960E-04   2.31481086E-04   1.83837776E-04   1.56878433E-04   1.24225317E-04   7.68828459E-05   6.36136328E-05   5.58674161E-05 
  9.98540735E-04   9.57684677E-04   8.80416097E-04   7.62171478E-04   5.81808464E-04   4.95317177E-04   3.92490312E-04   2.03745658E-04   1.11536793E-04   4.40872485E-05 
  5.05029368E-04   5.05381044E-04   4.73932514E-04   4.10387269E-04   3.07404987E-04   2.59087711E-04   2.03648318E-04   1.09375257E-04   6.74562612E-05   4.17653654E-05 
  5.99405684E-03   5.76921603E-03   5.32236118E-03   4.59254542E-03   3.44838336E-03   2.87797950E-03   2.17631923E-03   8.84208803E-04   3.15388548E-04   5.23687763E-05 
  1.41813812E-03   1.45059886E-03   1.41607013E-03   1.31582027E-03   1.13388241E-03   1.04951698E-03   9.48552763E-04   7.74530754E-04   6.61060903E-04   5.17926489E-04 
  1.10057736E-03   1.14649404E-03   1.10637457E-03   9.71306895E-04   7.21544661E-04   6.01456603E-04   4.63229135E-04   2.30248453E-04   1.29888934E-04   7.28713359E-05 
  4.53632362E-02   4.98555321E-02   5.22611323E-02   5.06405491E-02   4.11070123E-02   3.42813064E-02   2.50889016E-02   9.70471718E-03   4.99102322E-03   3.17710224E-03 
  9.92552344E-03   9.67255673E-03   9.11354372E-03   8.10394508E-03   6.43961939E-03   5.56986164E-03   4.45458926E-03   2.23988335E-03   1.13259047E-03   3.54522584E-04 
  9.42483334E-04   9.37793397E-04   9.02010358E-04   8.10776256E-04   6.36328532E-04   5.43271366E-04   4.25843556E-04   2.27945923E-04   1.41410603E-04   7.14018026E-05 
  1.31639539E-04   1.33080860E-04   1.24892700E-04   1.09828385E-04   8.36192039E-05   7.07317866E-05   5.59689396E-05   3.19372240E-05   2.18828239E-05   1.42456375E-05 
  7.65441851E-04   7.50798427E-04   7.19950197E-04   6.69469174E-04   5.84322808E-04   5.36721817E-04   4.74833760E-04   3.29924156E-04   2.31952573E-04   1.37824455E-04 
  1.43939903E-02   1.48562948E-02   1.45515866E-02   1.31426264E-02   1.00946858E-02   8.39370740E-03   6.26669913E-03   2.50037795E-03   1.00500858E-03   2.63066106E-04 
  3.44219871E-02   3.40589304E-02   3.24888643E-02   2.92313947E-02   2.30381163E-02   1.94830799E-02   1.48119994E-02   5.92033292E-03   2.12489746E-03   4.33601891E-04 
  7.99683008E-04   7.88487989E-04   7.35158419E-04   6.46016022E-04   5.17096661E-04   4.56997882E-04   3.86984530E-04   2.43411188E-04   1.60428585E-04   9.26849186E-05 
  1.04181892E-04   1.01153888E-04   9.13990249E-05   7.87146195E-05   6.07228490E-05   5.21761844E-05   4.19545945E-05   2.25210685E-05   1.26971190E-05   6.00931545E-06 
  1.48770254E-04   1.46250385E-04   1.36134615E-04   1.21523286E-04   9.70290400E-05   8.44259854E-05   6.81026565E-05   3.64517752E-05   1.99855426E-05   7.84014189E-06 
  1.17494745E-03   1.13911152E-03   1.07099192E-03   9.63105910E-04   7.93619581E-04   7.06075584E-04   5.94819609E-04   3.68204860E-04   2.42120686E-04   1.41067515E-04 
  2.41068759E-03   2.42218520E-03   2.26348412E-03   1.93450131E-03   1.42986453E-03   1.20918436E-03   9.70043847E-04   5.39522861E-04   3.15510787E-04   1.61353256E-04 
  1.12473686E-02   1.09559559E-02   1.03221316E-02   9.23758169E-03   7.51973576E-03   6.62370487E-03   5.50799285E-03   3.24394013E-03   2.03402005E-03   1.06166919E-03 
  6.41590695E-03   6.13905188E-03   5.64347261E-03   4.91920070E-03   3.84305695E-03   3.33177985E-03   2.69618958E-03   1.44178816E-03   7.77883760E-04   2.97193969E-04 
  3.18588864E-03   3.01731401E-03   2.75900701E-03   2.37621924E-03   1.81303515E-03   1.53633041E-03   1.19746708E-03   5.32299119E-04   2.18149947E-04   5.15076901E-05 
  1.82259346E-02   1.80641884E-02   1.73966849E-02   1.62458358E-02   1.39068766E-02   1.25691091E-02   1.07935466E-02   6.90336480E-03   4.59886787E-03   2.71895247E-03 
  1.65287885E-03   1.56668265E-03   1.41316984E-03   1.18939052E-03   8.73539255E-04   7.28724779E-04   5.59765323E-04   2.41263298E-04   8.72948368E-05   1.29010300E-05 
  1.62462444E-02   1.67020026E-02   1.67191711E-02   1.58026265E-02   1.32573044E-02   1.16592316E-02   9.50541016E-03   5.73376636E-03   4.40004834E-03   3.83974177E-03 
  1.99689204E-02   2.01956872E-02   1.96199609E-02   1.78261901E-02   1.38931216E-02   1.16109846E-02   8.67459613E-03   3.40394691E-03   1.31080275E-03   2.27851362E-04 
  2.24132247E-04   2.16109099E-04   1.98415585E-04   1.74798692E-04   1.37983346E-04   1.19512219E-04   9.57204796E-05   4.81726542E-05   2.28415203E-05   6.41566950E-06 
  1.72692175E-03   1.72251644E-03   1.65940836E-03   1.50121692E-03   1.20276692E-03   1.04471126E-03   8.48174171E-04   5.10342841E-04   3.65099160E-04   2.50945121E-04 
  1.95568734E-03   1.92642637E-03   1.78936326E-03   1.54089619E-03   1.16328933E-03   9.87317748E-04   7.87176512E-04   3.98172630E-04   1.98150848E-04   6.94511324E-05 
  1.98468867E-03   1.92959286E-03   1.79490416E-03   1.55786586E-03   1.17834121E-03   9.91594606E-04   7.68619567E-04   3.79947510E-04   2.08903157E-04   1.05809907E-04 
  5.09212640E-04   4.87013838E-04   4.52056703E-04   4.01499013E-04   3.23639286E-04   2.83305198E-04   2.32053460E-04   1.26876343E-04   6.88401167E-05   2.42159645E-05 
  2.09034162E-04   2.10061768E-04   2.04116550E-04   1.91262641E-04   1.65798430E-04   1.50618398E-04   1.30919428E-04   9.54842687E-05   7.69203273E-05   5.35272454E-05 
  2.02288494E-04   2.21493055E-04   2.25864373E-04   2.19570170E-04   1.96311621E-04   1.84153639E-04   1.70556296E-04   1.60210377E-04   1.65145646E-04   1.65729511E-04 
  1.72915928E-02   1.75735641E-02   1.70744895E-02   1.56072487E-02   1.27822293E-02   1.12143610E-02   9.17955792E-03   4.78446071E-03   2.40324386E-03   8.69906063E-04 
  2.18067943E-04   2.40266071E-04   2.45504443E-04   2.39041683E-04   2.14074496E-04   1.99797978E-04   1.81485500E-04   1.57254000E-04   1.50075325E-04   1.37020138E-04 
  3.18689922E-02   3.14616852E-02   3.00534370E-02   2.71016243E-02   2.16112857E-02   1.85182479E-02   1.45541982E-02   7.00479580E-03   3.65644188E-03   1.73701688E-03 
  1.16928925E-03   1.15565421E-03   1.10841373E-03   1.02095469E-03   8.81680099E-04   8.10275453E-04   7.23160071E-04   5.71579561E-04   4.92997909E-04   3.92946597E-04 
  3.01642119E-02   2.97966801E-02   2.83971901E-02   2.56504416E-02   2.05872931E-02   1.78370336E-02   1.42569241E-02   7.27575418E-03   3.92055581E-03   1.60469316E-03 
  4.10010840E-03   4.17720997E-03   4.08804004E-03   3.77907801E-03   3.12535902E-03   2.78131747E-03   2.35750323E-03   1.62718381E-03   1.32153796E-03   1.07313164E-03 
  3.53514966E-02   3.76432398E-02   3.82581912E-02   3.65184619E-02   3.04110489E-02   2.63572558E-02   2.09463987E-02   1.09071776E-02   6.69469629E-03   4.18233319E-03 
  5.22632696E-04   5.26167163E-04   4.97688743E-04   4.34590789E-04   3.21485105E-04   2.65317095E-04   2.00074915E-04   9.95662158E-05   6.51370057E-05   4.77235704E-05 
  1.44289779E-03   1.50731612E-03   1.50108993E-03   1.39517999E-03   1.16616871E-03   1.04319198E-03   8.94015661E-04   6.11291728E-04   4.62372691E-04   3.35377062E-04 
  2.52323813E-03   2.43774637E-03   2.25219521E-03   1.95877774E-03   1.53805495E-03   1.34943549E-03   1.13634423E-03   7.27668883E-04   4.93046354E-04   2.82339596E-04 
  7.52507718E-04   7.45521771E-04   7.24932152E-04   6.86601305E-04   6.32316239E-04   6.07180467E-04   5.79402365E-04   5.03104225E-04   4.41867323E-04   3.46235113E-04 
  8.79512912E-05   9.24164307E-05   8.81024058E-05   8.01398198E-05   6.46307549E-05   5.60738085E-05   4.47517313E-05   2.47819937E-05   1.59791204E-05   9.21866615E-06 
  1.16279003E-03   1.18395298E-03   1.13411976E-03   9.95221327E-04   7.34224871E-04   6.02941349E-04   4.51528094E-04   2.31097404E-04   1.63636115E-04   1.30553192E-04 
  1.29593575E-03   1.28783578E-03   1.25146428E-03   1.17447092E-03   1.03738933E-03   9.55027667E-04   8.48589005E-04   5.99388097E-04   4.43423297E-04   2.83275769E-04 
  1.15742307E-02   1.18196815E-02   1.15559633E-02   1.05646344E-02   8.45031747E-03   7.23111296E-03   5.67859423E-03   2.71952397E-03   1.35371468E-03   5.42149109E-04 
  3.97259986E-02   4.04506640E-02   3.95691476E-02   3.61580888E-02   2.80958113E-02   2.31814358E-02   1.67357952E-02   5.60968067E-03   1.74943545E-03   3.19358847E-04 
  2.35294811E-02   2.34858081E-02   2.29297473E-02   2.16407859E-02   1.89745224E-02   1.74298327E-02   1.53947778E-02   1.10679151E-02   8.41586529E-03   5.84917757E-03 
  1.25931647E-03   1.26469543E-03   1.20130122E-03   1.05693806E-03   7.80622214E-04   6.39188642E-04   4.66091654E-04   1.79215298E-04   6.98363094E-05   1.60800344E-05 
  2.49679429E-03   2.40653671E-03   2.20774043E-03   1.89944879E-03   1.46531316E-03   1.26684918E-03   1.02837841E-03   5.51088012E-04   2.95132620E-04   1.21015997E-04 
  4.64111021E-04   4.53523555E-04   4.15865677E-04   3.56091121E-04   2.62842249E-04   2.17888511E-04   1.64582772E-04   7.21305110E-05   3.25696526E-05   1.11773361E-05 
  6.80825883E-03   8.41259205E-03   9.53813416E-03   9.66044383E-03   7.90489770E-03   6.56757556E-03   4.79981178E-03   2.08254171E-03   1.33357070E-03   1.03960691E-03 
  1.92070248E-02   1.98385536E-02   1.99978246E-02   1.91471827E-02   1.67508949E-02   1.51250759E-02   1.27844110E-02   7.79716429E-03   5.28487064E-03   3.29199918E-03 
