rho_a(412)  rho_a(443)  rho_a(490)  rho_a(510)  rho_a(555)  rho_a(670)  rho_a(765)  rho_a(865)  
  2.57058044E-04   2.69080370E-04   2.65303770E-04   2.58348943E-04   2.40087071E-04   1.91172077E-04   1.58384350E-04   1.35407030E-04 
  1.64782631E-02   1.77532273E-02   1.85278209E-02   1.85110402E-02   1.81844461E-02   1.61053369E-02   1.40912422E-02   1.22290267E-02 
  4.82224066E-04   4.63844667E-04   4.23904428E-04   4.05526079E-04   3.64847982E-04   2.78080155E-04   2.23042568E-04   1.83109818E-04 
  2.13693874E-04   2.04471889E-04   1.86743264E-04   1.78556501E-04   1.60798024E-04   1.23755844E-04   1.00563316E-04   8.34343792E-05 
  1.05632357E-03   1.02567178E-03   9.52146473E-04   9.17670369E-04   8.39622666E-04   6.68922201E-04   5.56337661E-04   4.69675054E-04 
  2.17180391E-03   2.36229773E-03   2.47757550E-03   2.46619100E-03   2.39867421E-03   2.05638518E-03   1.77232581E-03   1.54710732E-03 
  6.94033022E-04   7.00418549E-04   6.80857641E-04   6.65118951E-04   6.26711319E-04   5.20583233E-04   4.46112562E-04   3.80732052E-04 
  1.05681747E-04   1.06991579E-04   1.05596306E-04   1.03493425E-04   9.98150984E-05   8.98682714E-05   8.30351043E-05   7.77749135E-05 
  2.17062149E-03   2.10598895E-03   1.98259431E-03   1.92400933E-03   1.79175207E-03   1.49264553E-03   1.27941871E-03   1.10784754E-03 
  6.53308216E-02   7.04024287E-02   7.40639804E-02   7.43570233E-02   7.32584171E-02   6.44155249E-02   5.44340891E-02   4.38807147E-02 
  8.49317449E-05   1.06002792E-04   1.29883933E-04   1.35961488E-04   1.47243510E-04   1.61207220E-04   1.64621162E-04   1.68152017E-04 
  3.10499869E-03   3.23321117E-03   3.41935782E-03   3.46792053E-03   3.62815784E-03   3.96640487E-03   4.19558784E-03   4.38249369E-03 
  1.74844352E-02   1.85362451E-02   1.86803178E-02   1.83180030E-02   1.71296626E-02   1.31919955E-02   1.00698302E-02   7.55318358E-03 
  6.68643787E-04   8.12296774E-04   9.81342748E-04   1.02713375E-03   1.12405154E-03   1.24846513E-03   1.30091277E-03   1.33510344E-03 
  3.47066578E-04   3.94150413E-04   4.25018824E-04   4.25303883E-04   4.13934215E-04   3.44136413E-04   2.80350396E-04   2.25619983E-04 
  1.03256347E-02   1.06709720E-02   1.05649332E-02   1.03385064E-02   9.67817569E-03   7.69686187E-03   6.15498071E-03   4.87836067E-03 
  3.60020389E-02   3.62391227E-02   3.50365484E-02   3.41229595E-02   3.17842187E-02   2.51971643E-02   2.00924481E-02   1.59386801E-02 
  5.28224986E-04   5.53600896E-04   5.46321481E-04   5.33408387E-04   4.96176628E-04   3.92038705E-04   3.18237757E-04   2.60447203E-04 
  4.83214172E-04   5.30232807E-04   5.75782429E-04   5.88135774E-04   6.07879869E-04   6.25824873E-04   6.27000345E-04   6.21773113E-04 
  4.87123398E-04   4.82893339E-04   4.69169246E-04   4.57711047E-04   4.36434404E-04   3.81712996E-04   3.46346571E-04   3.18719931E-04 
  5.92682078E-04   5.76831001E-04   5.37061258E-04   5.17373732E-04   4.69595733E-04   3.60673374E-04   2.89110513E-04   2.33080750E-04 
  6.08384472E-04   6.92900014E-04   7.51343467E-04   7.51735169E-04   7.26893374E-04   5.83211050E-04   4.52284402E-04   3.39450839E-04 
  1.03886457E-03   1.05076532E-03   1.01889000E-03   9.93310846E-04   9.28642502E-04   7.60902218E-04   6.45657217E-04   5.60362276E-04 
  3.43623207E-03   3.28676300E-03   3.00439474E-03   2.87698748E-03   2.60194352E-03   2.01553254E-03   1.63811204E-03   1.35310401E-03 
  2.88393061E-03   2.92799897E-03   2.92015391E-03   2.90642627E-03   2.87433390E-03   2.81294052E-03   2.81506193E-03   2.86639424E-03 
  1.79294121E-04   1.77624352E-04   1.71909515E-04   1.67942904E-04   1.60501178E-04   1.44062949E-04   1.35250285E-04   1.29914774E-04 
  2.13026359E-02   2.08664579E-02   1.97233439E-02   1.90986951E-02   1.76400667E-02   1.40216366E-02   1.13956188E-02   9.22256632E-03 
  2.37388862E-03   2.27405017E-03   2.09174230E-03   2.01063571E-03   1.84994250E-03   1.52446627E-03   1.31251539E-03   1.15345101E-03 
  4.63803915E-04   4.56396735E-04   4.18659571E-04   3.99066923E-04   3.54666508E-04   2.61191315E-04   2.05781899E-04   1.67691747E-04 
  7.20398177E-03   8.14680299E-03   8.95631817E-03   9.10685341E-03   9.26590096E-03   9.00189515E-03   8.55766816E-03   8.04622023E-03 
  9.49310912E-03   1.15638869E-02   1.35376625E-02   1.38976094E-02   1.41558548E-02   1.27048353E-02   1.08451865E-02   9.12331802E-03 
  1.81658796E-04   1.75765477E-04   1.60262226E-04   1.53337462E-04   1.37950149E-04   1.04949877E-04   8.45742961E-05   6.95318527E-05 
  1.35101059E-02   1.31269923E-02   1.23381883E-02   1.19123299E-02   1.10749716E-02   9.22976977E-03   7.96176888E-03   6.91047094E-03 
  1.33144473E-03   1.31883274E-03   1.24791479E-03   1.20367758E-03   1.09441379E-03   8.15165538E-04   6.17208419E-04   4.65226682E-04 
  2.40463206E-04   2.52043249E-04   2.49542257E-04   2.43262670E-04   2.25317155E-04   1.73408819E-04   1.35894195E-04   1.07479618E-04 
  1.54152718E-03   1.54013506E-03   1.45534152E-03   1.40118286E-03   1.26775414E-03   9.36483645E-04   7.11874225E-04   5.40767703E-04 
  1.65817488E-03   1.72686947E-03   1.77101256E-03   1.78543215E-03   1.78400161E-03   1.76481194E-03   1.72955367E-03   1.68316822E-03 
  1.00928014E-03   9.78791084E-04   8.98012557E-04   8.58184113E-04   7.70515896E-04   5.90191259E-04   4.86904099E-04   4.15664449E-04 
  1.79115149E-03   1.71540928E-03   1.57429735E-03   1.50754832E-03   1.37535969E-03   1.11295064E-03   9.50519120E-04   8.31169398E-04 
  4.04565689E-02   4.28934028E-02   4.39246467E-02   4.35398958E-02   4.18548647E-02   3.49530456E-02   2.87424882E-02   2.31938768E-02 
  3.20037449E-02   3.39904761E-02   3.49767032E-02   3.47002222E-02   3.34067637E-02   2.76692915E-02   2.23316091E-02   1.75130390E-02 
  9.35565963E-04   9.18736956E-04   8.67357407E-04   8.39591551E-04   7.81098492E-04   6.60724381E-04   5.90327905E-04   5.42346697E-04 
  4.00097910E-03   3.93168420E-03   3.67853889E-03   3.53827438E-03   3.21287773E-03   2.45859614E-03   1.94846164E-03   1.55164575E-03 
  2.10286199E-04   2.21011519E-04   2.19455216E-04   2.15158763E-04   2.02247947E-04   1.64882412E-04   1.38566816E-04   1.18622589E-04 
  8.22450286E-04   8.03052269E-04   7.61232815E-04   7.43142660E-04   7.00721579E-04   6.07290588E-04   5.45706078E-04   4.94881788E-04 
  1.16585365E-02   1.14841481E-02   1.09086050E-02   1.06003678E-02   9.86341975E-03   8.14546531E-03   6.92719421E-03   5.94100183E-03 
  7.39595836E-03   7.98273908E-03   8.46168776E-03   8.52713102E-03   8.15611764E-03   7.96485716E-03   7.72348550E-03   7.45130836E-03 
  1.50506285E-02   1.50850916E-02   1.48662673E-02   1.46474513E-02   1.42712839E-02   1.32638212E-02   1.25252239E-02   1.19982906E-02 
  1.49155025E-03   1.53312756E-03   1.50333291E-03   1.46976551E-03   1.37937246E-03   1.12850475E-03   9.44777435E-04   8.02785460E-04 
  1.99532026E-02   2.03712909E-02   2.01438166E-02   1.98602212E-02   1.91140027E-02   1.69908293E-02   1.54094217E-02   1.40382875E-02 
  8.64324072E-03   8.58381335E-03   7.98730260E-03   7.66762627E-03   6.92941492E-03   5.29958572E-03   4.27664316E-03   3.51041339E-03 
  9.00924754E-05   9.09989417E-05   8.78918105E-05   8.60072092E-05   8.14063405E-05   7.13987385E-05   6.60321604E-05   6.31335001E-05 
  3.56141541E-02   3.55750639E-02   3.42061510E-02   3.32780573E-02   3.09733225E-02   2.48587896E-02   2.02869989E-02   1.65254860E-02 
  4.21872781E-02   4.48188525E-02   4.65638987E-02   4.65429629E-02   4.57215971E-02   4.04528262E-02   3.47344771E-02   2.90846434E-02 
  2.01270363E-04   1.98851298E-04   1.85034378E-04   1.77950401E-04   1.61012073E-04   1.22234758E-04   9.69581240E-05   7.82124045E-05 
  1.33673053E-04   1.29997361E-04   1.20785990E-04   1.16409512E-04   1.06202040E-04   8.29919045E-05   6.77828007E-05   5.54746990E-05 
  7.64011262E-03   9.33785060E-03   1.07522830E-02   1.08876864E-02   1.07606893E-02   8.89172145E-03   7.05581887E-03   5.38824238E-03 
  5.83932328E-03   5.64309997E-03   5.21991098E-03   5.02819545E-03   4.63017636E-03   3.81225624E-03   3.28442117E-03   2.89245123E-03 
  8.62029486E-04   8.38720512E-04   7.79663131E-04   7.49576856E-04   6.84293710E-04   5.39718024E-04   4.47583356E-04   3.79740354E-04 
  4.54678858E-03   4.70137530E-03   4.69308374E-03   4.61137426E-03   4.43466309E-03   3.85863474E-03   3.47868079E-03   3.22468084E-03 
  2.13524653E-03   2.73194269E-03   3.35319621E-03   3.47944731E-03   3.62335418E-03   3.34963224E-03   2.85468136E-03   2.31539414E-03 
  2.73900962E-04   2.63105301E-04   2.39242351E-04   2.28208960E-04   2.04927581E-04   1.57158230E-04   1.27882833E-04   1.06821982E-04 
  1.98276255E-03   2.06375231E-03   2.02679531E-03   1.98391715E-03   1.85608777E-03   1.54202484E-03   1.33499767E-03   1.18890080E-03 
  2.74029977E-03   2.95022355E-03   3.00758569E-03   2.95930917E-03   2.81422786E-03   2.35250841E-03   2.03964603E-03   1.83680302E-03 
  9.40960046E-04   9.13578176E-04   8.44666218E-04   8.10195478E-04   7.34232155E-04   5.65934167E-04   4.57707103E-04   3.77885093E-04 
  4.11003172E-03   3.96180833E-03   3.62100957E-03   3.47414851E-03   3.15168589E-03   2.46196703E-03   2.02161111E-03   1.68172882E-03 
  4.64251751E-02   4.67330202E-02   4.52541788E-02   4.41329976E-02   4.13311888E-02   3.35887054E-02   2.74926985E-02   2.23475215E-02 
  5.91352323E-04   5.73222778E-04   5.25501359E-04   5.01676271E-04   4.48601471E-04   3.31795284E-04   2.57822915E-04   2.04289951E-04 
  1.47644331E-03   1.41140684E-03   1.29266824E-03   1.23884700E-03   1.12265099E-03   8.72451368E-04   7.09584906E-04   5.83292850E-04 
  6.00553535E-03   5.99519172E-03   5.60154367E-03   5.36018839E-03   4.77891817E-03   3.38436695E-03   2.48830763E-03   1.82874998E-03 
  3.42937859E-02   3.53633908E-02   3.52372817E-02   3.47287121E-02   3.29815351E-02   2.71096172E-02   2.21339976E-02   1.75070035E-02 
  4.95728227E-03   4.82984237E-03   4.50584976E-03   4.32952014E-03   3.97578621E-03   3.23145156E-03   2.76418510E-03   2.43151014E-03 
  4.25178571E-03   4.60350628E-03   4.69098918E-03   4.60137524E-03   4.28444536E-03   3.21347222E-03   2.39566212E-03   1.74161213E-03 
  3.91828455E-03   4.01078717E-03   3.94020230E-03   3.84078018E-03   3.58521349E-03   2.84330221E-03   2.28007082E-03   1.81784960E-03 
  3.13815932E-03   3.19829650E-03   3.14732596E-03   3.09510687E-03   2.96295116E-03   2.61588050E-03   2.41066050E-03   2.21299851E-03 
  7.89526163E-05   7.85918311E-05   7.48555412E-05   7.28284394E-05   6.81920272E-05   5.81644548E-05   5.20790767E-05   4.82569027E-05 
  2.86052733E-02   3.01832307E-02   3.10728157E-02   3.09601284E-02   3.03417017E-02   2.71308708E-02   2.40416029E-02   2.12493991E-02 
  1.67828130E-03   1.63569507E-03   1.52563749E-03   1.47400868E-03   1.36009450E-03   1.09871848E-03   9.33840480E-04   8.08535670E-04 
  1.22398244E-03   1.17934698E-03   1.06985885E-03   1.01209866E-03   8.98180568E-04   6.43207723E-04   4.86911811E-04   3.72631644E-04 
  1.57376198E-04   1.55939954E-04   1.47661990E-04   1.42955230E-04   1.31339990E-04   1.03617016E-04   8.56187259E-05   7.11598290E-05 
  9.99762126E-03   1.02972498E-02   1.03686942E-02   1.02986384E-02   1.00445792E-02   9.17228374E-03   8.48269765E-03   7.86349851E-03 
  4.79884573E-03   5.08800929E-03   5.14614371E-03   5.06236433E-03   4.77694375E-03   3.82473584E-03   3.06453040E-03   2.45220354E-03 
  9.78921244E-03   9.82066341E-03   9.57056422E-03   9.38541310E-03   8.95676633E-03   7.81950253E-03   7.06338166E-03   6.42224754E-03 
  1.96756780E-02   2.19924880E-02   2.39583928E-02   2.42929184E-02   2.44439667E-02   2.29417050E-02   2.11628067E-02   1.94558529E-02 
  8.28737770E-04   8.64270107E-04   8.79838278E-04   8.77708820E-04   8.65983082E-04   8.20865854E-04   7.91609051E-04   7.75962311E-04 
  1.95671427E-02   1.91307688E-02   1.79464763E-02   1.73839364E-02   1.61523357E-02   1.32810759E-02   1.12711519E-02   9.53905176E-03 
  1.54073182E-02   1.58914719E-02   1.59035077E-02   1.57077256E-02   1.51385475E-02   1.32875318E-02   1.19007007E-02   1.07641399E-02 
  8.59831736E-04   9.42216926E-04   9.90959532E-04   9.85275095E-04   9.47636160E-04   7.73757933E-04   6.20871156E-04   4.91639530E-04 
  1.62091562E-04   1.59544353E-04   1.51489387E-04   1.47072621E-04   1.37796248E-04   1.16202755E-04   1.02300811E-04   9.11880416E-05 
  2.57864756E-02   2.51377076E-02   2.35750528E-02   2.27652235E-02   2.09150500E-02   1.64711802E-02   1.32571922E-02   1.05712958E-02 
  7.19673338E-04   6.85115155E-04   6.16033677E-04   5.87768345E-04   5.26924458E-04   4.02175288E-04   3.24563447E-04   2.67146990E-04 
  1.17672150E-04   1.15345998E-04   1.08150107E-04   1.05026452E-04   9.76506416E-05   8.17241694E-05   7.14620880E-05   6.34470096E-05 
  7.77653319E-04   8.07069515E-04   8.08261041E-04   7.94805365E-04   7.59272035E-04   6.46249034E-04   5.59393510E-04   4.80681978E-04 
  1.00564048E-02   1.05108207E-02   1.08425728E-02   1.08081601E-02   1.09824401E-02   1.06978374E-02   1.04059520E-02   9.85339896E-03 
  5.24409505E-04   5.13690818E-04   4.86139527E-04   4.72861809E-04   4.39945522E-04   3.63475565E-04   3.10623013E-04   2.70443459E-04 
  1.90260204E-02   1.85951301E-02   1.73612986E-02   1.67203058E-02   1.52712667E-02   1.19561616E-02   9.64982255E-03   7.79580148E-03 
  2.34993924E-02   2.39507076E-02   2.35356702E-02   2.36266673E-02   2.21284808E-02   1.93180107E-02   1.73236634E-02   1.59485631E-02 
  2.30962277E-04   2.22340021E-04   2.03655126E-04   1.94465382E-04   1.74154952E-04   1.29726497E-04   1.01669553E-04   8.05951780E-05 
  1.02172699E-02   9.91684148E-03   9.18410152E-03   8.83259320E-03   8.05526541E-03   6.33586325E-03   5.19017439E-03   4.28753045E-03 
  3.66942960E-04   3.57031247E-04   3.31886786E-04   3.19284047E-04   2.92331651E-04   2.33176252E-04   1.95961366E-04   1.68206535E-04 
  3.28090744E-02   3.23185223E-02   3.05401738E-02   2.95522353E-02   2.72284119E-02   2.14460821E-02   1.72127554E-02   1.36737351E-02 
  1.22603065E-02   1.25309358E-02   1.26466403E-02   1.25412667E-02   1.23954062E-02   1.16487599E-02   1.11512759E-02   1.07930604E-02 
  1.61162316E-03   1.62924087E-03   1.59997384E-03   1.57270816E-03   1.51506864E-03   1.33363667E-03   1.21430034E-03   1.10762139E-03 
  2.12616081E-04   2.40860488E-04   2.62702367E-04   2.64385486E-04   2.61924367E-04   2.28821335E-04   1.95259154E-04   1.66357754E-04 
  2.42043033E-03   2.95665229E-03   3.42754037E-03   3.49805161E-03   3.50153650E-03   2.94727413E-03   2.32652481E-03   1.75632508E-03 
  1.72165167E-04   1.69775282E-04   1.57519091E-04   1.50702204E-04   1.35085297E-04   1.01238876E-04   8.09809371E-05   6.72227732E-05 
  2.26661952E-02   2.31650247E-02   2.28201745E-02   2.23729776E-02   2.11498865E-02   1.74754872E-02   1.46475952E-02   1.23939905E-02 
  4.01061982E-02   4.08493830E-02   3.99071231E-02   3.89590350E-02   3.64145664E-02   2.89438420E-02   2.30375972E-02   1.81501178E-02 
  3.26104917E-03   3.87574848E-03   4.35625700E-03   4.40681650E-03   4.33732940E-03   3.67893861E-03   3.03855819E-03   2.50057167E-03 
  3.34989511E-02   3.57753284E-02   3.66297767E-02   3.62758861E-02   3.47050357E-02   2.81375811E-02   2.23946479E-02   1.72657181E-02 
  9.08728522E-04   1.02071272E-03   1.11656741E-03   1.13569822E-03   1.17112479E-03   1.16769542E-03   1.15321348E-03   1.14310597E-03 
  4.40891324E-03   4.50302365E-03   4.43185726E-03   4.33961636E-03   4.12127621E-03   3.53774860E-03   3.10871379E-03   2.76135810E-03 
  6.83537292E-03   6.64885930E-03   6.09928399E-03   5.98345682E-03   5.51451643E-03   4.42489590E-03   3.69602382E-03   3.08751623E-03 
  4.02799166E-05   4.14302355E-05   4.09233495E-05   4.06439106E-05   3.92201605E-05   3.63857312E-05   3.49361334E-05   3.47448778E-05 
  4.78829008E-04   4.99076470E-04   5.19904658E-04   5.21692162E-04   5.29081481E-04   5.35747206E-04   5.28971774E-04   5.22741401E-04 
  1.11396863E-03   1.09089183E-03   1.02388710E-03   9.88625469E-04   9.13251040E-04   7.41780961E-04   6.32731665E-04   5.53998409E-04 
  1.04107788E-02   1.02322464E-02   9.59311500E-03   9.27743508E-03   8.54322969E-03   6.82645628E-03   5.68032107E-03   4.74026328E-03 
  3.08389050E-02   3.36399631E-02   3.52864586E-02   3.52332410E-02   3.42736319E-02   2.90093268E-02   2.39043628E-02   1.92564255E-02 
  9.25024137E-03   9.22160598E-03   8.80840253E-03   8.56787146E-03   7.93461599E-03   6.39184527E-03   5.30118837E-03   4.42380949E-03 
  4.02336674E-03   3.90478985E-03   3.62557613E-03   3.48051089E-03   3.18153771E-03   2.55009577E-03   2.13711983E-03   1.83226792E-03 
  2.85476311E-04   2.90985654E-04   2.85923377E-04   2.79778596E-04   2.64532771E-04   2.24202916E-04   1.96840433E-04   1.76505198E-04 
  7.30105696E-04   7.42242036E-04   7.12448181E-04   6.88552851E-04   6.28654925E-04   4.80973126E-04   3.80960735E-04   3.05590166E-04 
  2.86927618E-03   2.78999774E-03   2.58372797E-03   2.47649890E-03   2.25873230E-03   1.82287078E-03   1.57303488E-03   1.40515440E-03 
  8.92107212E-04   8.90669091E-04   8.40027690E-04   8.09052420E-04   7.34401020E-04   5.55397185E-04   4.32956062E-04   3.42014969E-04 
  2.33087958E-03   2.36396968E-03   2.39580101E-03   2.39583159E-03   2.40982937E-03   2.43041656E-03   2.45311287E-03   2.48429310E-03 
  3.82522516E-03   3.70082993E-03   3.40711760E-03   3.27352886E-03   2.97964177E-03   2.34525927E-03   1.93485703E-03   1.62354242E-03 
  3.77970700E-04   3.70251098E-04   3.39715567E-04   3.24517760E-04   2.90755985E-04   2.21559542E-04   1.80903236E-04   1.54074607E-04 
  2.26915693E-04   2.35652453E-04   2.35624582E-04   2.31529960E-04   2.20331798E-04   1.84967153E-04   1.56158450E-04   1.32584053E-04 
  6.56488057E-04   6.40243958E-04   6.07045397E-04   5.88331614E-04   5.53399668E-04   4.72529338E-04   4.24009222E-04   3.91358571E-04 
  5.79299415E-03   5.74586092E-03   5.41098562E-03   5.22583861E-03   4.78085787E-03   3.69767079E-03   2.94602166E-03   2.35462513E-03 
  1.15337294E-04   1.17948403E-04   1.21011421E-04   1.20017767E-04   1.21215586E-04   1.20494490E-04   1.21456811E-04   1.24695214E-04 
  1.15743387E-02   1.29466778E-02   1.36805861E-02   1.35794163E-02   1.29954504E-02   1.05803241E-02   8.62999170E-03   7.11404996E-03 
  1.62446909E-02   1.66216502E-02   1.65111839E-02   1.62566615E-02   1.55657047E-02   1.36075704E-02   1.22239009E-02   1.11030129E-02 
  2.60554755E-02   2.54393142E-02   2.38741271E-02   2.30487681E-02   2.11725605E-02   1.66906353E-02   1.34816548E-02   1.08421823E-02 
  4.29924749E-03   4.21380502E-03   3.92405820E-03   3.79194690E-03   3.48997649E-03   2.85099741E-03   2.44333035E-03   2.12078749E-03 
  1.43811836E-02   1.54979079E-02   1.61504009E-02   1.61130025E-02   1.58083328E-02   1.40972530E-02   1.25711270E-02   1.13251295E-02 
  1.37806271E-02   1.36749463E-02   1.32230684E-02   1.29204481E-02   1.22965621E-02   1.07102800E-02   9.47854537E-03   8.41607757E-03 
  1.31735394E-03   1.31660160E-03   1.25032138E-03   1.20640982E-03   1.09783275E-03   8.27316373E-04   6.40560875E-04   4.95909830E-04 
  1.75380772E-04   1.76470997E-04   1.68354155E-04   1.62851163E-04   1.49100630E-04   1.15443867E-04   9.24988265E-05   7.53549471E-05 
  1.65484489E-02   1.89761591E-02   2.06481840E-02   2.06713535E-02   2.00152844E-02   1.59841700E-02   1.21720740E-02   8.92760924E-03 
  1.19595407E-02   1.28519310E-02   1.33690187E-02   1.33395565E-02   1.29254239E-02   1.09628216E-02   9.05862794E-03   7.32437722E-03 
